read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR28636386.6164364	A0A124JUH7	Cutinase_like	6.84e-08	45.4	52.0	50
SRR28636386.6164440	A0A9P5AHW0	Cutinase_like	5.39e-06	40.0	34.0	50
SRR28636386.6165799	A0A9P5AHW0	Cutinase_like	5.39e-06	40.0	34.0	50
SRR28636386.6165886	A0A3N1HR12	Cutinase_like	3.32e-10	52.0	52.6	57
SRR28636386.6171008	A0A3T1D4I6	AlkB	1.74e-10	52.8	50.0	50
SRR28636386.6171377	A0ABY6Y3A1	AlkB	3.09e-21	82.4	78.0	50
SRR28636386.6176861	A0A239XVG7	AlkB	3.36e-22	82.8	78.0	50
SRR28636386.6190608	A0A0M7A9L6	AlkB	1.52e-24	89.0	74.0	50
SRR28636386.6197625	G1C7R7	AlkB	3.57e-18	70.5	64.7	51
SRR28636386.6197639	V6BP07	AlkB	2.08e-31	105	96.0	50
SRR28636386.6197906	G1C7R7	AlkB	3.57e-18	70.5	64.7	51
SRR28636386.6201190	G1C7R7	AlkB	3.57e-18	70.5	64.7	51
SRR28636386.6204370	A0A0D1YDG7	Cutinase_like	2.28e-15	66.6	64.0	50
SRR28636386.6208361	A0AAN5C2R9	Cutinase_like	1.33e-13	61.6	60.0	50
SRR28636386.6208755	A0A1S9RVN2	Cutinase_like	3.12e-15	66.2	64.0	50
SRR28636386.6211230	A0A1S9RVN2	Cutinase_like	3.12e-15	66.2	64.0	50
SRR28636386.6215124	A0ABQ1ESB0	AlkB	9.17e-23	86.7	82.0	50
SRR28636386.6216247	A0A6P2GGD3	AlkB	6.51e-11	53.9	58.0	50
SRR28636386.6217643	A0ABS9DYA4	AlkB	1.98e-14	63.9	54.0	50
SRR28636386.6218982	A0A9W6N1A9	AlkB	2.25e-25	94.0	90.0	50
SRR28636386.6239851	A0ABR9IH10	AlkB	5.33e-20	79.7	68.0	50
SRR28636386.6242039	A0A0D1YDG7	Cutinase_like	5.56e-09	48.5	44.0	50
SRR28636386.6244640	A0AAW6QUD3	Cutinase_like	1.75e-09	49.7	47.4	57
SRR28636386.6254952	A0ABQ6BMW0	AlkB	1.5e-12	58.5	56.0	50
SRR28636386.6262045	A0AAN5C2R9	Cutinase_like	7.76e-12	56.6	52.0	50
SRR28636386.6265492	A0A1X1U8J7	AlkB	6.56e-11	53.9	52.8	53
SRR28636386.6267584	A0A1X1U8J7	AlkB	6.56e-11	53.9	52.8	53
SRR28636386.6321341	A9CMS7	AlkB	1.47e-20	81.3	66.0	50
SRR28636386.6322630	A0A6I3JA01	Cutinase_like	1.16e-09	50.4	52.9	51
SRR28636386.6337240	A0A0P8X0D6	Cutinase_like	7.21e-09	48.1	46.0	50
SRR28636386.6337956	A0A554WIU4	MHETase_like	6.3e-21	82.4	76.0	50
SRR28636386.6353387	A0A0P9CMX4	AlkB	2.62e-14	63.5	66.0	50
SRR28636386.6358741	A0A316YF96	Cutinase_like	2.99e-20	80.5	80.0	50
SRR28636386.6359729	A0ABY8Q304	AlkB	4.45e-30	106	96.0	50
SRR28636386.6361517	A0A956LY28	Cutinase_like	3.32e-10	52.0	50.0	50
SRR28636386.6365617	A0A0R3KEM9	AlkB	1.94e-08	47.0	40.0	50
SRR28636386.6382297	G1C7R7	AlkB	1.78e-18	71.2	62.0	50
SRR28636386.6387201	A9CMS7	AlkB	8.87e-19	76.3	64.0	50
SRR28636386.6390127	A0AAN5C2R9	Cutinase_like	1.29e-07	44.7	46.0	50
SRR28636386.6404626	A0A922NQS1	Cutinase_like	2.19e-06	41.2	41.2	51
SRR28636386.6411442	F2KF27	Cutinase_like	1.95e-24	90.9	72.0	50
SRR28636386.6419873	A0A356W3E4	AlkB	1.78e-17	70.9	70.0	50
SRR28636386.6420588	A0A356W3E4	AlkB	1.78e-17	70.9	70.0	50
SRR28636386.6429592	A0A316YF96	Cutinase_like	1.76e-07	44.3	48.0	50
SRR28636386.6432728	A0A922NQS1	Cutinase_like	3.18e-10	52.0	47.1	51
SRR28636386.6446175	Q5F4D8	AlkB	6.89e-11	53.9	54.0	50
SRR28636386.6454316	A0A837FD05	AlkB	2.21e-23	88.2	86.0	50
SRR28636386.6472476	A0A538SMW8	Cutinase_like	7.39e-16	66.6	66.0	50
SRR28636386.6476277	A0A0D1YDG7	Cutinase_like	1.37e-16	70.1	60.0	50
SRR28636386.6478489	A0A1X0BAF1	AlkB	6.53e-11	53.9	48.0	50
SRR28636386.6499660	G1C7R7	AlkB	3.84e-20	75.5	64.0	50
SRR28636386.6508450	A0A3R9AL34	AlkB	1.37e-29	105	100.0	50
SRR28636386.6512796	A0A286RH75	Cutinase_like	5.31e-09	48.5	52.0	50
SRR28636386.6512959	A0A286RH75	Cutinase_like	4.78e-08	45.8	50.0	50
SRR28636386.6513347	A0A286RH75	Cutinase_like	5.31e-09	48.5	52.0	50
SRR28636386.6515561	A0A1E7N1S6	AlkB	1.49e-18	75.5	62.0	50
SRR28636386.6526966	A0A1E3LRC3	AlkB	5.05e-20	79.7	70.0	50
SRR28636386.6530880	A0A0N7H9C9	AlkB	4.16e-19	74.7	66.0	50
SRR28636386.6539614	G1C7R7	AlkB	2.04e-22	81.3	74.0	50
SRR28636386.6547551	A0ABX6CDP8	MHETase_like	3.19e-29	105	90.0	50
SRR28636386.6549255	A0AB38P2H2	AlkB	1.04e-17	72.8	66.0	53
SRR28636386.6549969	A0A2R8CH46	MHETase_like	4.34e-10	51.6	52.9	51
SRR28636386.6550116	D3B1Q5	Cutinase_like	5.56e-10	51.2	52.0	50
SRR28636386.6553519	A0ABV7DSH7	AlkB	5.7e-21	82.0	72.0	50
SRR28636386.6554088	A0A3T1D4I6	AlkB	1.02e-11	56.2	62.0	50
SRR28636386.6554758	A0A1H9FT28	AlkB	1e-14	64.7	62.0	50
SRR28636386.6556582	A0ABX3N1Y0	AlkB	1.57e-24	91.3	82.0	50
SRR28636386.6557819	A0A9P5AHW0	Cutinase_like	1.78e-10	52.8	52.0	50
SRR28636386.6571913	A0ABR5EZ22	AlkB	2.07e-09	49.7	45.3	53
SRR28636386.6575548	Q5F4D8	AlkB	1.52e-06	41.6	44.0	50
SRR28636386.6577619	Q5F4D8	AlkB	1.75e-07	44.3	46.0	50
SRR28636386.6579347	A0A1S9RVN2	Cutinase_like	7.61e-15	65.1	58.0	50
SRR28636386.6584612	A0ABW3HCW7	AlkB	1.59e-09	50.1	46.0	50
SRR28636386.6586032	A0ABV7DSH7	AlkB	2.16e-21	83.2	72.0	50
SRR28636386.6588117	A0A3S1D6K8	Cutinase_like	1.89e-11	55.5	60.0	50
SRR28636386.6592065	A0ABM6IFC6	AlkB	1.45e-16	69.7	63.5	52
SRR28636386.6595484	A0A9P7RJB1	Cutinase_like	1.78e-10	52.8	46.0	50
SRR28636386.6598526	A0A0P9CMX4	AlkB	1.72e-16	69.7	70.6	51
SRR28636386.6602883	A0A6J5K194	MHETase_like	3.17e-10	52.0	58.0	50
SRR28636386.6642136	A0ABM7G052	AlkB	1.21e-13	61.6	60.8	51
SRR28636386.6642861	A0A922NQS1	Cutinase_like	7.39e-06	39.7	39.2	51
SRR28636386.6642914	A0ABM7G052	AlkB	1.21e-13	61.6	60.8	51
SRR28636386.6647067	A0A316YF96	Cutinase_like	2.17e-09	49.7	50.9	57
SRR28636386.6647213	A0A316YF96	Cutinase_like	2.17e-09	49.7	50.9	57
SRR28636386.6647448	A0A0G4NCV0	Cutinase_like	2.78e-14	63.5	56.0	50
SRR28636386.6648387	A0A316YF96	Cutinase_like	1.59e-09	50.1	50.9	57
SRR28636386.6648784	A0A0G4NCV0	Cutinase_like	2.78e-14	63.5	56.0	50
SRR28636386.6650877	A0AAN5C2R9	Cutinase_like	5.67e-12	57.0	52.0	50
SRR28636386.6654265	A0ABQ1SA56	AlkB	7.92e-21	81.3	80.0	50
SRR28636386.6656400	G1C7H9	AlkB	2.76e-18	74.7	64.0	50
SRR28636386.6677102	A0A0P9CMX4	AlkB	6.6e-26	95.9	88.0	50
SRR28636386.6677235	A0AAN5C2R9	Cutinase_like	9.5e-11	53.5	48.0	50
SRR28636386.6682094	A0A5N5E036	Cutinase_like	3.7e-11	54.7	54.9	51
SRR28636386.6696213	A0AAN5C2R9	Cutinase_like	2.48e-13	60.8	58.0	50
SRR28636386.6697610	A0ABQ1H9L5	AlkB	2.73e-19	75.1	70.0	50
SRR28636386.6706334	G1C7H9	AlkB	2.56e-17	72.0	65.5	55
SRR28636386.6716489	A0A098SFJ9	AlkB	2.09e-16	67.8	56.0	50
SRR28636386.6739683	A0ABX3N1Y0	AlkB	1.1e-25	94.4	82.0	50
SRR28636386.6744904	A0A2P2DGL8	AlkB	1.95e-20	77.8	72.0	50
SRR28636386.6746087	A0AAN5C2R9	Cutinase_like	2.19e-06	41.2	54.0	50
SRR28636386.6753926	A0A1V2ICM1	AlkB	1.29e-17	72.8	66.0	50
SRR28636386.6770165	A9CMS7	AlkB	6.17e-07	42.7	44.0	50
SRR28636386.6773913	A0A0D1YDG7	Cutinase_like	4.07e-15	65.9	50.0	52
SRR28636386.6776242	G1C7R7	AlkB	4.73e-21	77.8	70.0	50
SRR28636386.6779085	A0AAW6QUD3	Cutinase_like	7.04e-16	67.0	52.0	50
SRR28636386.6781496	A0AAN5C2R9	Cutinase_like	1.44e-08	47.4	38.0	50
SRR28636386.6783720	A0ABQ5Z4K7	AlkB	1.16e-21	83.6	72.0	50
SRR28636386.6789074	A0A8H5XPM3	Cutinase_like	1.17e-06	42.0	46.0	50
SRR28636386.6795554	A0A254U2U8	Cutinase_like	3.89e-09	48.9	42.6	54
SRR28636386.6798887	A0ABQ1F8A1	AlkB	1.53e-27	99.4	94.0	50
SRR28636386.6800937	A0ABW2N4Y5	Cutinase_like	2.99e-09	49.3	46.0	50
SRR28636386.6822120	A0A286RH75	Cutinase_like	3.4e-16	68.9	57.4	54
SRR28636386.6828520	A0ABX3N1Y0	AlkB	4.17e-25	92.8	86.0	50
SRR28636386.6829159	A0A316YF96	Cutinase_like	5.35e-06	40.0	44.2	52
SRR28636386.6830603	A0A089Q2T5	AlkB	4.55e-24	90.1	80.0	50
SRR28636386.6830685	A0A447TH10	AlkB	1.7e-21	81.3	76.0	50
SRR28636386.6831427	A0A089Q2T5	AlkB	4.55e-24	90.1	80.0	50
SRR28636386.6832068	A0AAN6M0Z9	Cutinase_like	6.16e-10	51.2	48.1	52
SRR28636386.6838548	A0AAE2JQM8	AlkB	7.48e-29	102	100.0	50
SRR28636386.6838655	A0A919Y9Z8	AlkB	9.03e-14	62.0	60.0	50
SRR28636386.6840141	Q5F4D8	AlkB	1.25e-19	78.6	68.0	50
SRR28636386.6846739	A0A922NQS1	Cutinase_like	4.35e-10	51.6	45.1	51
SRR28636386.6847601	A0A100Y1W8	AlkB	3.16e-10	52.0	50.0	50
SRR28636386.6848151	A0A100Y1W8	AlkB	3.16e-10	52.0	50.0	50
SRR28636386.6850792	A0A1S9RVN2	Cutinase_like	1.17e-15	67.4	62.0	50
SRR28636386.6855776	A0A917Q8D6	AlkB	1.1e-15	67.4	64.7	51
SRR28636386.6860738	A0AAN5C2R9	Cutinase_like	2.78e-14	63.5	60.8	51
SRR28636386.6861122	A0AAN5C2R9	Cutinase_like	2.78e-14	63.5	60.8	51
SRR28636386.6869501	A0ABR7MBV8	AlkB	3.37e-13	60.5	49.2	59
SRR28636386.6873470	A0AAN5C2R9	Cutinase_like	1.53e-06	41.6	42.0	50
SRR28636386.6874094	A0AAN5C2R9	Cutinase_like	1.53e-06	41.6	42.0	50
SRR28636386.6876136	A0AAW6QUD3	Cutinase_like	1.4e-14	63.5	54.0	50
SRR28636386.6878719	A0A545V9Y1	Cutinase_like	8.45e-07	42.4	43.4	53
SRR28636386.6878808	A0A545V9Y1	Cutinase_like	8.45e-07	42.4	43.4	53
SRR28636386.6880488	A0ABS6J0P3	AlkB	3.42e-22	85.1	80.0	50
SRR28636386.6899737	A0A6F8YCI5	AlkB	3.28e-07	43.5	44.0	50
SRR28636386.6917973	A0A286RH75	Cutinase_like	5.31e-09	48.5	52.0	50
SRR28636386.6923255	A0A2N4YPW0	Cutinase_like	1.92e-24	88.6	84.0	50
SRR28636386.6936458	A9CMS7	AlkB	7.2e-17	70.9	58.0	50
SRR28636386.6941323	A0A4E9EID8	Cutinase_like	5.95e-07	42.7	46.0	50
SRR28636386.6941874	A0A8J3VI75	Cutinase_like	2.28e-15	66.6	60.0	50
SRR28636386.6945705	A0A4E9EID8	Cutinase_like	3.51e-08	46.2	48.0	50
SRR28636386.6954153	A0ABQ1SA56	AlkB	1.53e-20	80.5	74.0	50
SRR28636386.6954191	A0A0P9CMX4	AlkB	7.37e-12	56.6	50.0	50
SRR28636386.6969326	C6CKU7	Cutinase_like	4.71e-27	98.6	96.0	50
SRR28636386.6974919	A0A0P8X0D6	Cutinase_like	2.73e-16	68.9	64.0	50
SRR28636386.6978896	A0A0P9CMX4	AlkB	2.12e-22	86.3	76.0	50
SRR28636386.6981055	A0AAN5C2R9	Cutinase_like	6.23e-07	42.7	42.0	50
SRR28636386.6981641	A0A2W4CS45	AlkB	3.54e-15	65.9	64.0	50
SRR28636386.6981857	A0AAN5C2R9	Cutinase_like	1.98e-11	55.5	58.0	50
SRR28636386.6985721	G1C7R7	AlkB	6.05e-14	59.7	54.0	50
SRR28636386.6990304	A0A1I5L4C7	AlkB	1.7e-28	102	88.0	50
SRR28636386.7002359	A0A316YF96	Cutinase_like	2.87e-17	72.0	70.0	50
SRR28636386.7005854	A0A1S9RVN2	Cutinase_like	1.87e-16	69.7	64.0	50
SRR28636386.7020257	A0A0D1YDG7	Cutinase_like	6.02e-18	73.9	60.0	50
SRR28636386.7053256	A0A6M1TNG3	AlkB	6.55e-28	100	94.0	50
SRR28636386.7068442	A0ABQ6EE57	AlkB	2.74e-16	68.9	64.0	50
SRR28636386.7076359	A0ABT3RVX5	AlkB	9.68e-25	92.0	84.0	50
SRR28636386.7077401	A0ABT3RVX5	AlkB	9.68e-25	92.0	84.0	50
SRR28636386.7083465	A0AA36XMB2	AlkB	3.78e-08	45.8	45.3	53
SRR28636386.7083694	A0AA36XMB2	AlkB	3.78e-08	45.8	45.3	53
SRR28636386.7088822	Q5F4D8	AlkB	1.8e-16	69.7	66.0	50
SRR28636386.7090459	A0A1E8GJE2	Cutinase_like	2.38e-07	43.9	32.0	50
SRR28636386.7103053	A0AAW6QUD3	Cutinase_like	9.51e-11	53.1	54.9	51
SRR28636386.7105312	Q5F4D8	AlkB	2e-14	63.9	64.0	50
SRR28636386.7106555	A0AAW6QUD3	Cutinase_like	9.51e-11	53.1	54.9	51
SRR28636386.7118822	R8BBY6	Cutinase_like	5.59e-06	40.0	36.0	50
SRR28636386.7151923	A0A939II17	AlkB	4e-30	107	94.0	50
SRR28636386.7155305	A0AAN5C2R9	Cutinase_like	6.23e-07	42.7	39.2	51
SRR28636386.7158889	A0A1E3LRC3	AlkB	7.7e-12	56.6	56.0	50
SRR28636386.7159799	G1C7H9	AlkB	2.27e-21	83.2	76.0	50
SRR28636386.7160262	A0A100Y1W8	AlkB	9.43e-11	53.5	52.0	50
SRR28636386.7162860	A0AAN5C2R9	Cutinase_like	2.57e-08	46.6	46.0	50
SRR28636386.7162936	A0ABC9U9D7	Cutinase_like	1.71e-26	97.1	98.0	50
SRR28636386.7173736	A0ABS1D097	AlkB	2.55e-08	46.6	38.9	54
SRR28636386.7209559	A0AAN5C2R9	Cutinase_like	3.33e-10	52.0	56.0	50
SRR28636386.7219181	A0A0M8PKR8	AlkB	2.4e-10	52.4	46.0	50
SRR28636386.7223362	A0A2N3J077	Cutinase_like	1.27e-26	97.4	86.0	50
SRR28636386.7225648	A0ABM6IFC6	AlkB	2.17e-13	60.8	60.8	51
SRR28636386.7231371	A0ABR5EZ22	AlkB	9.99e-06	39.3	44.0	50
SRR28636386.7232397	A0ABW9VMF3	AlkB	3.93e-27	99.0	86.0	50
SRR28636386.7241692	A0A2U1K6F7	AlkB	7.59e-12	56.6	50.0	50
SRR28636386.7241744	A0A2U1K6F7	AlkB	7.59e-12	56.6	50.0	50
SRR28636386.7257883	A0A554WIU4	MHETase_like	1.37e-16	70.1	70.0	50
SRR28636386.7262597	A0AAN5C2R9	Cutinase_like	2.11e-17	72.4	72.0	50
SRR28636386.7270997	A0A5N5E036	Cutinase_like	8.28e-13	59.3	58.0	50
SRR28636386.7278384	G1C7H9	AlkB	1.08e-19	78.6	69.1	55
SRR28636386.7278983	A0A0F8AVQ6	AlkB	3.19e-10	52.0	54.0	50
SRR28636386.7287998	A0ABM6IFC6	AlkB	1.65e-13	61.2	55.8	52
SRR28636386.7288009	A0ABM6IFC6	AlkB	1.65e-13	61.2	55.8	52
SRR28636386.7288796	A0ABS9DYA4	AlkB	6.26e-13	59.7	50.0	50
SRR28636386.7291242	G1C7H9	AlkB	1.72e-16	69.7	66.0	50
SRR28636386.7292691	A0A0G4NCV0	Cutinase_like	2.48e-13	60.8	54.0	50
SRR28636386.7301373	A0ABX4EY60	AlkB	1.31e-15	67.0	62.0	50
SRR28636386.7301722	A0ABX4EY60	AlkB	1.31e-15	67.0	62.0	50
SRR28636386.7308695	A0ABQ6CYQ0	AlkB	9.22e-11	53.5	52.9	51
SRR28636386.7312501	A0A1B0ZS68	AlkB	6.59e-29	103	88.0	50
SRR28636386.7313016	A0A8H6D6M8	Cutinase_like	1.98e-11	55.5	52.0	50
SRR28636386.7315580	A0A2U1K6F7	AlkB	2.84e-06	40.8	41.2	51
SRR28636386.7343912	A0AAN5C2R9	Cutinase_like	2.19e-06	41.2	47.1	51
SRR28636386.7358031	F2KF27	Cutinase_like	3.8e-24	90.1	72.0	50
SRR28636386.7358688	A0ABQ6PMH4	AlkB	1.56e-12	58.5	60.0	50
SRR28636386.7361944	F2KF27	Cutinase_like	3.8e-24	90.1	72.0	50
SRR28636386.7367036	A0ABM8C2J5	AlkB	2.13e-22	85.5	78.0	50
SRR28636386.7370286	A0A0G4NCV0	Cutinase_like	4.8e-08	45.8	48.0	50
SRR28636386.7374543	A0A286RH75	Cutinase_like	1.58e-06	41.6	38.7	62
SRR28636386.7378255	A0A254U084	Cutinase_like	2.6e-11	55.1	51.0	51
SRR28636386.7380291	A0A254U084	Cutinase_like	2.33e-10	52.4	50.0	50
SRR28636386.7381013	A0ABY6Y3A1	AlkB	1.57e-23	88.6	86.0	50
SRR28636386.7386320	A0A0D1YDG7	Cutinase_like	3.3e-07	43.5	45.1	51
SRR28636386.7387197	A0A922NQS1	Cutinase_like	5.04e-08	45.8	40.0	50
SRR28636386.7387552	A0A922NQS1	Cutinase_like	5.04e-08	45.8	40.0	50
SRR28636386.7389093	A0A922NQS1	Cutinase_like	5.04e-08	45.8	40.0	50
SRR28636386.7412232	A0A6V7C0V6	MHETase_like	1.47e-17	72.8	64.0	50
SRR28636386.7426471	A0A0P9CMX4	AlkB	1.9e-17	72.4	68.0	50
SRR28636386.7435496	A0A3T1D4I6	AlkB	1.58e-06	41.6	40.0	50
SRR28636386.7438224	A0ABW3HCW7	AlkB	1.43e-08	47.4	48.0	50
SRR28636386.7439391	A0ABW3HCW7	AlkB	1.43e-08	47.4	48.0	50
SRR28636386.7450469	Q5F4D8	AlkB	1.25e-19	78.6	68.0	50
SRR28636386.7454505	G1C7H9	AlkB	2.82e-19	77.4	70.9	55
SRR28636386.7462913	A0A9W9D218	Cutinase_like	1.43e-08	47.4	44.0	50
SRR28636386.7462914	A0A9W9D218	Cutinase_like	1.43e-08	47.4	44.0	50
SRR28636386.7477584	A0A543A0Y3	AlkB	2.75e-23	89.0	82.0	50
SRR28636386.7479396	D3B1Q5	Cutinase_like	1.17e-12	58.5	60.8	51
SRR28636386.7479404	D3B1Q5	Cutinase_like	4.29e-12	57.0	60.0	50
SRR28636386.7487768	A0ABM6IFC6	AlkB	3.8e-16	68.6	62.7	51
SRR28636386.7498732	A0A2S6NMM9	AlkB	8.42e-07	42.4	36.0	50
SRR28636386.7505251	A0A0P9CMX4	AlkB	4.89e-17	71.2	70.6	51
SRR28636386.7516125	A0A0B2ABE9	AlkB	1.14e-09	50.4	58.0	50
SRR28636386.7518548	G1C7H9	AlkB	7.61e-15	65.1	66.0	50
SRR28636386.7521337	G1C7H9	AlkB	7.61e-15	65.1	66.0	50
SRR28636386.7526012	G1C7H9	AlkB	3.32e-13	60.5	56.0	50
SRR28636386.7526084	G1C7H9	AlkB	5.55e-15	65.5	60.0	50
SRR28636386.7531931	A0ABQ1G0Z8	AlkB	6.19e-20	79.0	82.0	50
SRR28636386.7532404	A0A562SQZ9	AlkB	9.76e-27	97.4	88.0	50
SRR28636386.7534227	A0AAN5C2R9	Cutinase_like	3.39e-13	60.5	60.0	50
SRR28636386.7535580	A0A250B841	AlkB	1.6e-26	96.7	84.0	50
SRR28636386.7545395	A0ABX3N1Y0	AlkB	2.99e-25	93.2	86.0	50
SRR28636386.7546479	A0ABM8C2J5	AlkB	2.14e-20	80.1	72.0	50
SRR28636386.7558753	A0A916UUV4	AlkB	1.15e-09	50.4	46.0	50
SRR28636386.7558754	A0A916UUV4	AlkB	2.67e-11	55.1	48.0	50
SRR28636386.7560302	A0A5C6M5F5	AlkB	4.86e-15	64.3	52.0	50
SRR28636386.7576386	A0A640VSU8	Cutinase_like	3.4e-16	68.9	64.0	50
SRR28636386.7578316	A0A2T7WX72	AlkB	9.98e-06	39.3	44.4	54
SRR28636386.7582807	A0ABQ6CYQ0	AlkB	8.38e-14	62.0	62.0	50
SRR28636386.7585064	A0A7V8V8A4	Cutinase_like	2.47e-14	63.5	57.4	54
SRR28636386.7588359	A0A2N3J077	Cutinase_like	1.75e-27	99.8	90.0	50
SRR28636386.7589029	A0A7V8V8A4	Cutinase_like	2.47e-14	63.5	57.4	54
SRR28636386.7591681	A0A9P4TBT9	Cutinase_like	3.71e-11	54.7	50.0	50
SRR28636386.7594462	A0ABM6IFC6	AlkB	4.73e-15	65.5	58.8	51
SRR28636386.7599417	A0A0N0U9H2	AlkB	6.11e-07	42.7	48.0	50
SRR28636386.7603102	A0A5E6YN35	MHETase_like	4.07e-09	48.9	50.0	50
SRR28636386.7606667	A0A1L7XLJ4	Cutinase_like	1.16e-06	42.0	36.0	50
SRR28636386.7606778	A0A1L7XLJ4	Cutinase_like	4.08e-06	40.4	36.0	50
SRR28636386.7609909	A0AAN5C2R9	Cutinase_like	3.39e-13	60.5	58.0	50
SRR28636386.7611659	A0A0D1YDG7	Cutinase_like	2.42e-10	52.4	48.0	50
SRR28636386.7614874	G1C7R7	AlkB	2.04e-17	68.6	64.0	50
SRR28636386.7620267	A0ABX3ST51	AlkB	1.4e-18	75.5	72.0	50
SRR28636386.7620498	A0ABN7YNI5	MHETase_like	2.84e-09	49.3	41.9	62
SRR28636386.7626219	A0A918UKU4	Cutinase_like	1.62e-12	58.5	54.0	50
SRR28636386.7632099	A0A1Z5KRP3	AlkB	1.69e-10	52.8	45.3	53
SRR28636386.7634364	Q5F4D8	AlkB	4.16e-15	65.9	62.0	50
SRR28636386.7650711	G1C7H9	AlkB	5.21e-18	73.9	72.0	50
SRR28636386.7655061	A0A0G4NCV0	Cutinase_like	5.82e-15	65.5	62.0	50
SRR28636386.7664714	A0A9Q7NSE2	AlkB	2.61e-33	111	96.0	50
SRR28636386.7664715	A0A9Q7NSE2	AlkB	2.61e-33	111	96.0	50
SRR28636386.7667374	A0ABY8Q304	AlkB	6.21e-30	106	94.0	50
SRR28636386.7672565	S1N9H0	Cutinase_like	8.02e-07	42.4	42.0	50
SRR28636386.7676272	A0ABX4EY60	AlkB	9.9e-17	70.1	62.0	50
SRR28636386.7681276	A0A5Q2FFQ5	Cutinase_like	8.16e-07	42.4	50.0	50
SRR28636386.7681299	A0A5Q2FFQ5	Cutinase_like	8.16e-07	42.4	50.0	50
SRR28636386.7687061	A0A917Q8D6	AlkB	1.1e-15	67.4	64.7	51
SRR28636386.7688661	A0A917Q8D6	AlkB	1.1e-15	67.4	64.7	51
SRR28636386.7690865	A0A0K8P8E7	MHETase_like	1.37e-16	70.1	68.0	50
SRR28636386.7691800	A0A0K8P8E7	MHETase_like	1.37e-16	70.1	68.0	50
SRR28636386.7715700	K6ZG61	Cutinase_like	9.15e-23	87.4	80.0	50
SRR28636386.7719788	G1C7H9	AlkB	3.67e-27	99.0	88.0	50
SRR28636386.7721079	G1C7H9	AlkB	3.67e-27	99.0	88.0	50
SRR28636386.7721258	A0A0F1BC44	AlkB	1.57e-27	99.4	98.0	50
SRR28636386.7722884	G1C7H9	AlkB	4.06e-19	77.0	66.0	50
SRR28636386.7726108	A0ABN7YNI5	MHETase_like	5.65e-12	57.0	48.0	50
SRR28636386.7756114	A0A2S1RCP4	AlkB	7.6e-06	39.7	44.0	50
SRR28636386.7762936	A0AAN5C2R9	Cutinase_like	2.18e-09	49.7	44.0	50
SRR28636386.7776273	A0A2N4YPW0	Cutinase_like	3.86e-27	95.5	94.0	50
SRR28636386.7777091	G1C7H9	AlkB	1.9e-25	94.4	84.0	50
SRR28636386.7786456	A0ABM6I1V7	AlkB	1.14e-20	80.9	78.0	50
SRR28636386.7786532	A0ABM6I1V7	AlkB	1.14e-20	80.9	78.0	50
SRR28636386.7787287	A0ABM6I1V7	AlkB	1.14e-20	80.9	78.0	50
SRR28636386.7797032	A0AAE3MVB3	Cutinase_like	5.64e-17	70.9	64.0	50
SRR28636386.7802129	A9CMS7	AlkB	1.44e-11	55.8	48.0	50
SRR28636386.7807497	A0AAN5C2R9	Cutinase_like	8.68e-13	59.3	56.0	50
SRR28636386.7817437	A0ABT3CTS8	AlkB	5.49e-12	57.0	52.0	50
SRR28636386.7841455	G1C7H9	AlkB	3.32e-13	60.5	58.0	50
SRR28636386.7858495	D2B3R3	PETase_like	3.78e-09	48.9	49.0	51
SRR28636386.7862358	A0A086Y2W4	AlkB	4.36e-26	95.5	86.0	50
SRR28636386.7862376	A0A2U2RJF0	AlkB	5.56e-06	40.0	37.3	51
SRR28636386.7874127	A0A2S9CPB6	Cutinase_like	5.29e-09	48.5	50.0	50
SRR28636386.7885312	G1C7R7	AlkB	6.25e-19	72.4	66.0	50
SRR28636386.7885657	G1C7R7	AlkB	6.25e-19	72.4	66.0	50
SRR28636386.7888761	A0A2W5S5R0	AlkB	6.65e-26	95.5	84.0	50
SRR28636386.7889029	A0A2W5S5R0	AlkB	6.65e-26	95.5	84.0	50
SRR28636386.7903830	A0A8H5WTA5	Cutinase_like	5.67e-12	57.0	52.9	51
SRR28636386.7909923	A0A380WET1	AlkB	1.58e-22	84.0	74.0	50
SRR28636386.7913893	A0ABY8Q304	AlkB	4.31e-31	109	96.0	50
SRR28636386.7928123	A0ABQ3GCS7	AlkB	6.24e-14	62.4	60.0	50
SRR28636386.7929414	A0A3Q8MC64	AlkB	8.99e-12	55.5	48.0	50
SRR28636386.7930045	A0A3Q8MC64	AlkB	4.78e-11	53.5	46.0	50
SRR28636386.7938851	A0A316YF96	Cutinase_like	2.66e-19	77.8	70.0	50
SRR28636386.7940116	A0A1L7XLJ4	Cutinase_like	6.32e-13	59.7	50.0	50
SRR28636386.7940205	A0A316YF96	Cutinase_like	6.79e-19	76.6	70.0	50
SRR28636386.7954685	A0A0D1YDG7	Cutinase_like	2.03e-14	63.9	58.0	50
SRR28636386.7961467	A0A0P8X0D6	Cutinase_like	7.53e-09	48.1	47.1	51
SRR28636386.7971293	A0A147IYM7	AlkB	7.02e-30	105	98.0	50
SRR28636386.7976098	A0A0D1YDG7	Cutinase_like	1.43e-08	47.4	44.0	50
SRR28636386.7979553	A0A0A2VAB0	Cutinase_like	7.4e-06	39.7	39.7	63
SRR28636386.7984475	A0A1E1JTL6	Cutinase_like	1.32e-13	61.6	54.0	50
