read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR23872596.638313	A0AAN5C2R9	Cutinase_like	1.7e-14	64.3	58.5	53
SRR23872596.638375	A0A316YF96	Cutinase_like	2.21e-14	63.9	62.7	51
SRR23872596.638552	A9CMS7	AlkB	1.89e-22	86.7	82.4	51
SRR23872596.640972	A0A918XBC6	AlkB	2.4e-18	74.7	68.0	50
SRR23872596.643430	A0ABR7MBV8	AlkB	8.29e-09	48.1	46.0	50
SRR23872596.644230	A0A316YF96	Cutinase_like	5.66e-19	77.0	71.2	52
SRR23872596.644776	Q5F4D8	AlkB	4.44e-06	40.4	40.0	50
SRR23872596.644986	A0AAN5C2R9	Cutinase_like	6.12e-09	48.5	49.0	51
SRR23872596.645448	Q5F4D8	AlkB	2.15e-11	55.5	44.2	52
SRR23872596.653916	A0A9Q6SA15	AlkB	7.93e-15	65.1	56.6	53
SRR23872596.654144	A0A1G6LYN4	AlkB	1.81e-15	67.0	52.9	51
SRR23872596.654474	A0A9Q6SA15	AlkB	7.93e-15	65.1	56.6	53
SRR23872596.655623	A0A8H5WTA5	Cutinase_like	8.11e-14	62.4	56.6	53
SRR23872596.658261	A0A8H4JGE8	Cutinase_like	5.2e-10	51.6	50.0	54
SRR23872596.667765	A9CMS7	AlkB	1.97e-13	61.2	48.1	52
SRR23872596.669320	A9CMS7	AlkB	4.5e-12	57.4	48.1	52
SRR23872596.673548	A0A1Q2CS92	AlkB	1.06e-10	53.5	51.0	51
SRR23872596.677401	U2XN45	AlkB	1.12e-08	47.8	49.0	51
SRR23872596.682256	G1C7H9	AlkB	1.25e-15	67.4	63.5	52
SRR23872596.683898	A0ABT8FJW9	Cutinase_like	3.4e-09	49.3	58.5	53
SRR23872596.684121	A0A1B2EFZ6	AlkB	2.2e-28	101	88.5	52
SRR23872596.684510	G1C7H9	AlkB	1.25e-15	67.4	63.5	52
SRR23872596.691285	A0A426UZB1	AlkB	4.56e-28	101	83.0	53
SRR23872596.695478	A0AAN5C2R9	Cutinase_like	2.5e-09	49.7	49.1	55
SRR23872596.697134	A0ABW3HCW7	AlkB	7.5e-08	45.4	34.1	88
SRR23872596.697537	A0A9P5AHW0	Cutinase_like	4.47e-09	48.9	45.1	51
SRR23872596.697617	A0A1X0I552	AlkB	5.38e-14	62.8	51.9	52
SRR23872596.697683	A0A1X0I552	AlkB	5.38e-14	62.8	51.9	52
SRR23872596.699270	G1C7H9	AlkB	1.23e-19	78.6	67.3	52
SRR23872596.700728	A0A8H4L3X7	Cutinase_like	3.06e-08	46.6	45.1	51
SRR23872596.703150	A0A316YF96	Cutinase_like	5.01e-21	82.8	76.9	52
SRR23872596.703338	A0A0D1Y7R1	Cutinase_like	1.4e-07	44.7	41.5	53
SRR23872596.705263	A0A2C9DEC6	AlkB	5.26e-23	85.1	73.1	52
SRR23872596.707716	A0A2S6NMM9	AlkB	8.28e-27	97.8	78.8	52
SRR23872596.710035	A0AAN5C2R9	Cutinase_like	1.03e-07	45.1	39.6	53
SRR23872596.710373	A0A0P9CMX4	AlkB	1.09e-13	62.0	58.8	51
SRR23872596.713455	A0A9P5AHW0	Cutinase_like	7.12e-07	42.7	37.7	61
SRR23872596.715698	A0A5J4RG58	MHETase_like	4.46e-17	71.6	58.8	51
SRR23872596.716442	A0A0P8X0D6	Cutinase_like	1.39e-07	44.7	48.1	54
SRR23872596.719924	A0A538SMW8	Cutinase_like	7.96e-21	79.7	75.0	52
SRR23872596.720908	A0A316YF96	Cutinase_like	6.58e-18	73.9	68.5	54
SRR23872596.722279	A0AAN5C2R9	Cutinase_like	3.29e-06	40.8	44.0	50
SRR23872596.729426	A0A8H5N5T4	Cutinase_like	1.3e-12	58.9	42.3	52
SRR23872596.731432	Q5F4D8	AlkB	5.03e-16	68.6	64.0	50
SRR23872596.732865	A0A0A2VAB0	Cutinase_like	6.13e-09	48.5	46.2	65
SRR23872596.734365	A0A4R7NZR6	AlkB	9.2e-23	87.0	65.4	52
SRR23872596.734571	A0ABW3HCW7	AlkB	1.51e-13	61.6	66.0	50
SRR23872596.736321	A0AA37M8P3	MHETase_like	1.51e-13	61.6	56.4	55
SRR23872596.739187	A0A538SMW8	Cutinase_like	6.42e-20	77.4	69.2	52
SRR23872596.741556	A0AA37M8P3	MHETase_like	1.51e-13	61.6	56.4	55
SRR23872596.743817	A0ABS0DKG8	AlkB	1.48e-27	97.1	80.4	51
SRR23872596.743888	A0AA37M8P3	MHETase_like	1.51e-13	61.6	56.4	55
SRR23872596.746673	A0A0D1YDG7	Cutinase_like	1.03e-10	53.5	47.1	51
SRR23872596.748207	A0A0J5WLC5	AlkB	3.38e-17	71.6	66.7	51
SRR23872596.749347	A0A922NQS1	Cutinase_like	3.42e-09	49.3	44.2	52
SRR23872596.749790	G1C7H9	AlkB	4.69e-20	79.7	73.1	52
SRR23872596.753160	A0ABQ1PIU2	AlkB	6.5e-21	81.6	69.2	52
SRR23872596.755633	A0AAN5C2R9	Cutinase_like	6.2e-12	57.0	51.0	51
SRR23872596.756538	C9Y7W7	AlkB	1.83e-30	107	88.5	52
SRR23872596.760598	Q5F4D8	AlkB	4.85e-19	77.0	66.7	51
SRR23872596.761001	A0A917KE28	AlkB	1.72e-09	50.1	45.5	55
SRR23872596.761663	A3P4K3	AlkB	7.41e-23	84.7	78.0	50
SRR23872596.768238	A0A254U2U8	Cutinase_like	3.37e-15	66.2	52.9	51
SRR23872596.768463	A0AAN5C2R9	Cutinase_like	1.99e-13	61.2	59.6	52
SRR23872596.770164	A0A2Z2P0Q7	MHETase_like	1.65e-11	55.8	50.9	57
SRR23872596.771478	A0A0W1R4J3	AlkB	8.26e-06	39.7	36.5	52
SRR23872596.772483	A0ABY6Y3A1	AlkB	4.67e-22	84.7	78.0	50
SRR23872596.776012	A0ABQ6BST8	AlkB	4.88e-07	43.1	45.1	51
SRR23872596.777516	A0AAN5C2R9	Cutinase_like	5.81e-11	54.3	50.0	52
SRR23872596.778731	A0A1X0BAF1	AlkB	4.4e-09	48.9	48.0	50
SRR23872596.779439	A0A6A6HWM3	Cutinase_like	2.04e-11	55.5	50.0	50
SRR23872596.780004	A0AAN5C2R9	Cutinase_like	3.81e-10	52.0	50.0	52
SRR23872596.783574	A0A1Q4P042	AlkB	6.62e-26	95.1	84.6	52
SRR23872596.785763	A0A0P9CMX4	AlkB	7.97e-17	70.9	59.6	52
SRR23872596.791962	A0ABU3C4G6	AlkB	1.16e-23	87.4	71.2	52
SRR23872596.792170	A0ABX3MNN6	AlkB	1.66e-24	91.3	84.6	52
SRR23872596.793971	A0A316YF96	Cutinase_like	5.86e-17	71.2	65.4	52
SRR23872596.794073	A0AAN5C2R9	Cutinase_like	2.71e-13	60.8	59.6	52
SRR23872596.796701	A0A919XRH9	AlkB	1.11e-23	89.4	81.1	53
SRR23872596.801645	A0A176X3N2	AlkB	1.2e-12	58.9	56.9	51
SRR23872596.803120	A0A6P2I5D0	AlkB	1.36e-17	72.8	66.0	53
SRR23872596.803779	A0A0X3XA00	AlkB	3.02e-15	66.2	50.0	52
SRR23872596.806436	A0A8H5N5T4	Cutinase_like	5.51e-08	45.8	36.5	52
SRR23872596.806910	A0ABR8MEM1	Cutinase_like	3.28e-06	40.8	38.5	52
SRR23872596.813852	A0AAN5C2R9	Cutinase_like	1.3e-12	58.9	52.9	51
SRR23872596.815530	A0A562SQZ9	AlkB	2.51e-17	72.0	70.6	51
SRR23872596.819573	A0ABY6Y3A1	AlkB	1.12e-15	67.4	53.8	52
SRR23872596.825042	A0AAN5C2R9	Cutinase_like	1.3e-12	58.9	52.9	51
SRR23872596.827417	A0A0B1Q3L5	AlkB	2.33e-28	101	90.6	53
SRR23872596.828979	A9CMS7	AlkB	7.35e-16	68.2	58.9	56
SRR23872596.832730	A0A512C2P5	Cutinase_like	3.88e-19	77.0	64.2	53
SRR23872596.833251	M1UJL7	Cutinase_like	3.21e-06	40.8	46.3	54
SRR23872596.839702	C1AAJ2	Cutinase_like	3.28e-20	80.5	73.1	52
SRR23872596.840019	A0ABW3HCW7	AlkB	3.77e-07	43.5	42.9	56
SRR23872596.840565	A0A9W6N1A9	AlkB	7.38e-18	73.6	63.5	52
SRR23872596.845515	A0A922NQS1	Cutinase_like	2.66e-10	52.4	46.0	50
SRR23872596.846427	A0AAN5C2R9	Cutinase_like	1.03e-07	45.1	38.0	50
SRR23872596.846804	A0A4Q7Z5L0	AlkB	1.01e-32	114	100.0	52
SRR23872596.847218	A0A538SMW8	Cutinase_like	8.44e-15	63.9	67.3	52
SRR23872596.847813	A0A922NQS1	Cutinase_like	3.27e-09	49.3	46.3	54
SRR23872596.848568	A0AAN5C2R9	Cutinase_like	5.31e-13	60.1	51.0	51
SRR23872596.850623	A0A8H4JGE8	Cutinase_like	1.74e-09	50.1	51.9	54
SRR23872596.851439	A0A5N5E036	Cutinase_like	1.62e-14	64.3	56.6	53
SRR23872596.851776	A0A0N0U9H2	AlkB	1.3e-06	42.0	36.5	52
SRR23872596.855785	A0A3Q8MC64	AlkB	2.55e-12	57.0	51.9	52
SRR23872596.856649	A0AAN5C2R9	Cutinase_like	9.78e-16	67.8	65.4	52
SRR23872596.858426	A0A254U2U8	Cutinase_like	9.23e-10	50.8	43.5	62
SRR23872596.859226	A0A919Y9Z8	AlkB	9.14e-10	50.8	43.1	51
SRR23872596.863897	A0A1Q4P042	AlkB	5.33e-31	108	98.1	52
SRR23872596.864668	A0A8H4J4L5	Cutinase_like	1.05e-13	62.0	54.9	51
SRR23872596.866887	A0ABD6NW64	AlkB	8.96e-10	50.8	48.1	52
SRR23872596.868111	A0A9W9EYN0	Cutinase_like	8.67e-17	70.5	59.6	52
SRR23872596.870682	A0A222E0D5	MHETase_like	5.14e-07	43.1	46.2	52
SRR23872596.871266	A0A5E6YM10	MHETase_like	4.28e-17	71.6	58.8	51
SRR23872596.876970	A0A917Q8D6	AlkB	5.81e-20	79.3	73.1	52
SRR23872596.881838	A0A1H9BAI2	AlkB	3.46e-23	88.2	78.4	51
SRR23872596.885394	A0AAN5C2R9	Cutinase_like	1.03e-07	45.1	36.5	52
SRR23872596.886664	A0AAN5C2R9	Cutinase_like	1.16e-11	56.2	44.2	52
SRR23872596.887755	A0ABQ2JBG3	AlkB	3.96e-15	65.9	63.5	52
SRR23872596.887833	A0A6A6HWM3	Cutinase_like	6.67e-07	42.7	42.3	52
SRR23872596.889379	A0AAN5C2R9	Cutinase_like	1.03e-07	45.1	36.5	52
SRR23872596.889865	G1C7H9	AlkB	4.45e-12	57.4	55.8	52
SRR23872596.890317	A0A8H4JGE8	Cutinase_like	1.93e-07	44.3	47.2	53
SRR23872596.893006	A0ABW3HCW7	AlkB	1.03e-10	53.5	51.7	58
SRR23872596.895378	A0A7M3SW86	Cutinase_like	5.48e-08	45.8	41.2	51
SRR23872596.897522	A0A0P9CMX4	AlkB	3.25e-18	74.7	64.7	51
SRR23872596.897544	J4UWC3	Cutinase_like	6.06e-09	48.5	38.5	52
SRR23872596.899915	A0AA37HC32	MHETase_like	4.93e-07	43.1	37.3	51
SRR23872596.903294	A0A1E3LRC3	AlkB	4.89e-22	85.5	69.8	53
SRR23872596.907640	A0A1H7QY52	Cutinase_like	1.08e-10	53.5	46.0	50
SRR23872596.908659	A0ABQ4QT49	MHETase_like	1.14e-08	47.8	46.0	50
SRR23872596.910269	A0A316YF96	Cutinase_like	2.63e-07	43.9	48.1	52
SRR23872596.910406	A0A1X0BAF1	AlkB	6.29e-09	48.5	53.8	52
SRR23872596.910894	G1C7H9	AlkB	1.35e-20	81.3	76.0	50
SRR23872596.910898	Q5F4D8	AlkB	5.14e-10	51.6	51.9	52
SRR23872596.912802	A0A1X0BAF1	AlkB	6.32e-06	40.0	45.1	51
SRR23872596.917360	A0A8H5XPM3	Cutinase_like	2.78e-10	52.4	50.9	53
SRR23872596.920988	C7EAV9	AlkB	1.99e-32	108	86.5	52
SRR23872596.921473	B6IHE3	AlkB	1.27e-06	42.0	43.1	51
SRR23872596.922019	A0A7Y8KZ93	AlkB	3.21e-12	57.8	51.0	51
SRR23872596.923063	A0AAN5C2R9	Cutinase_like	8.87e-12	56.6	52.9	51
SRR23872596.928082	A0A2A5B080	Cutinase_like	2.74e-17	72.0	63.5	52
SRR23872596.930078	A0A916NB75	Cutinase_like	1.42e-10	53.1	39.2	51
SRR23872596.930795	A4A792	Cutinase_like	1.18e-13	61.2	49.0	51
SRR23872596.932188	H2DK71	AlkB	1.28e-33	111	96.2	52
SRR23872596.932222	A0A238Z379	Cutinase_like	1.05e-11	55.8	52.9	51
SRR23872596.933115	A0ABR4MM10	Cutinase_like	9.65e-07	42.4	44.0	50
SRR23872596.934136	A0A6P2GGD3	AlkB	4.13e-08	46.2	48.0	50
SRR23872596.937999	A0ABX7ZNJ8	Cutinase_like	1.14e-19	79.0	63.5	52
SRR23872596.943379	A0ABS6MTR1	AlkB	8e-22	82.4	73.1	52
SRR23872596.944974	A0A9P5AHW0	Cutinase_like	5.8e-11	54.3	45.3	53
SRR23872596.948483	A0AAE6Y585	AlkB	1.38e-10	53.1	39.2	51
SRR23872596.948797	A0ABQ4QT49	MHETase_like	1.23e-17	73.2	65.4	52
SRR23872596.949797	A0A1I0RG13	AlkB	1.55e-29	105	90.6	53
SRR23872596.950388	A0A168ES18	Cutinase_like	3.61e-10	52.0	42.3	52
SRR23872596.954423	A9CMS7	AlkB	2.4e-21	83.6	73.1	52
SRR23872596.954740	A0A0P9CMX4	AlkB	2.62e-07	43.9	46.0	50
SRR23872596.955102	A0AAN5C2R9	Cutinase_like	3.47e-12	57.8	56.0	50
SRR23872596.955549	A0A0P9CMX4	AlkB	1.5e-16	70.1	60.4	53
SRR23872596.955671	E3JCG1	Cutinase_like	1.8e-06	41.6	43.4	53
SRR23872596.956149	A0ABX3ST51	AlkB	7.43e-08	45.4	46.0	50
SRR23872596.956677	A0A8H5WTA5	Cutinase_like	8.85e-12	56.6	50.9	55
SRR23872596.958028	H8XVR4	AlkB	2.88e-21	80.5	64.7	51
SRR23872596.958548	A0A0N0U9H2	AlkB	2.62e-10	52.4	56.9	51
SRR23872596.959662	A0A316YF96	Cutinase_like	8.74e-06	39.7	44.6	56
SRR23872596.960260	A0ABT1WE08	AlkB	7.79e-25	92.8	78.0	50
SRR23872596.960728	A0A0D1YDG7	Cutinase_like	1.69e-14	64.3	58.0	50
SRR23872596.960765	Q9AP11	AlkB	3.61e-10	52.0	46.2	52
SRR23872596.962413	A0A0G4NCV0	Cutinase_like	5.92e-14	62.8	49.1	53
SRR23872596.963038	G1C7H9	AlkB	5.36e-22	85.1	78.8	52
SRR23872596.970689	A0AAN5C2R9	Cutinase_like	6.49e-12	57.0	54.7	53
SRR23872596.978561	A0A1C5JN84	AlkB	1e-16	70.5	60.8	51
SRR23872596.979091	A0A0P9CMX4	AlkB	1.15e-17	73.2	67.3	52
SRR23872596.979228	A0A0P9CMX4	AlkB	2.16e-17	72.4	65.4	52
SRR23872596.982118	A0AAN5C2R9	Cutinase_like	1.77e-12	58.5	51.9	52
SRR23872596.984231	A0AAN5C2R9	Cutinase_like	1.83e-06	41.6	45.8	59
SRR23872596.984466	G1C7H9	AlkB	3.35e-19	77.4	69.2	52
SRR23872596.984472	C7EAY5	AlkB	9.12e-31	104	86.5	52
SRR23872596.989933	A0A9P5AHW0	Cutinase_like	4.24e-11	54.7	46.0	50
SRR23872596.991884	D3B1Q5	Cutinase_like	9.29e-12	56.2	53.8	52
SRR23872596.995602	A0ABM8C2J5	AlkB	1.15e-24	91.7	82.4	51
SRR23872596.998212	M7SD43	Cutinase_like	7.48e-08	45.4	36.5	52
SRR23872596.998537	A0A2K9Z6S4	Cutinase_like	3.34e-24	90.9	86.5	52
SRR23872596.1001063	A0A316YF96	Cutinase_like	2.01e-07	44.3	50.0	56
SRR23872596.1002377	A0ABM8C2J5	AlkB	8.69e-22	84.0	80.4	51
SRR23872596.1002427	D3B1Q5	Cutinase_like	1.39e-12	58.5	51.9	52
SRR23872596.1004755	A0A2X0REP8	AlkB	1.17e-26	94.7	84.3	51
SRR23872596.1009667	A0A0F8AVQ6	AlkB	1.16e-08	47.8	45.1	51
SRR23872596.1011803	A0ABS9DNJ6	Cutinase_like	3.47e-23	89.0	86.8	53
SRR23872596.1014706	A0A916NB75	Cutinase_like	1.03e-07	45.1	50.0	50
SRR23872596.1018954	A0AAN5C2R9	Cutinase_like	2.94e-08	46.6	38.9	54
SRR23872596.1023310	A0A6F8YCI5	AlkB	1.26e-06	42.0	40.4	52
SRR23872596.1023555	A0ABU2E1S4	MHETase_like	1.9e-08	46.6	45.3	64
SRR23872596.1024267	A0ABS5G6L6	AlkB	2.76e-24	88.6	78.8	52
SRR23872596.1029065	A0ABW3HCW7	AlkB	4e-08	46.2	44.0	50
SRR23872596.1031278	A0AAN5C2R9	Cutinase_like	4.98e-07	43.1	43.1	51
SRR23872596.1032119	A0AAN5C2R9	Cutinase_like	4.98e-07	43.1	43.1	51
SRR23872596.1033534	A0A3P5WY33	AlkB	1.79e-28	99.4	82.7	52
SRR23872596.1038529	U2XN45	AlkB	2.69e-10	52.4	52.8	53
SRR23872596.1038862	A0AAN5C2R9	Cutinase_like	4.71e-06	40.4	44.0	50
SRR23872596.1040645	G1C7H9	AlkB	7.23e-17	70.9	63.5	52
SRR23872596.1046655	A0A1X0BAF1	AlkB	1.96e-13	61.2	60.0	50
SRR23872596.1051561	A0A0X8E616	AlkB	2.29e-28	101	88.5	52
SRR23872596.1054458	A0AAN5C2R9	Cutinase_like	3.42e-09	49.3	48.0	50
SRR23872596.1056481	A0A917CJ80	AlkB	2.16e-09	49.3	54.0	50
SRR23872596.1065737	A0ABR7MBV8	AlkB	5.82e-26	96.3	86.5	52
SRR23872596.1070021	A0A0W1R4J3	AlkB	8.21e-13	59.3	50.0	52
SRR23872596.1072670	A0A917CJ80	AlkB	2.16e-09	49.3	54.0	50
SRR23872596.1072719	C7EAT5	AlkB	2.37e-31	105	90.6	53
SRR23872596.1074097	A0A512N561	AlkB	1.29e-22	86.7	75.5	53
SRR23872596.1077118	A0ABQ6BMW0	AlkB	8.52e-19	75.9	72.0	50
SRR23872596.1077894	A0A2P2GN08	AlkB	1.45e-07	44.7	39.6	53
SRR23872596.1084932	A0A316YF96	Cutinase_like	1.73e-06	41.6	40.4	52
SRR23872596.1084994	A0AAN5C2R9	Cutinase_like	3.47e-12	57.8	56.6	53
SRR23872596.1085689	A0A316YF96	Cutinase_like	5.61e-22	85.5	71.2	52
SRR23872596.1086073	A0AAN5C2R9	Cutinase_like	4.87e-15	65.9	58.5	53
SRR23872596.1087627	A0AAN5C2R9	Cutinase_like	1.34e-15	67.4	63.5	52
SRR23872596.1088559	A0AAQ0NAT2	MHETase_like	3.4e-15	66.2	55.8	52
SRR23872596.1089425	G1C7H9	AlkB	2.14e-11	55.5	54.9	51
SRR23872596.1089497	G1C7H9	AlkB	1.03e-13	62.0	57.7	52
SRR23872596.1089541	A0ABQ3GCS7	AlkB	9.05e-13	59.3	50.0	52
SRR23872596.1089583	A0ABQ3GCS7	AlkB	9.05e-13	59.3	50.0	52
SRR23872596.1090183	Q5F4D8	AlkB	4.62e-09	48.9	42.3	52
SRR23872596.1092494	A0A0A2WB58	Cutinase_like	8.47e-12	56.6	55.8	52
SRR23872596.1095136	A0A9P5AHW0	Cutinase_like	1.63e-14	64.3	51.9	52
SRR23872596.1095338	G1C7H9	AlkB	9.92e-17	70.5	71.7	53
SRR23872596.1098450	A0ABQ1SA56	AlkB	2.88e-27	98.6	88.7	53
SRR23872596.1098912	A0A0W8IC11	AlkB	1.29e-24	91.7	78.8	52
SRR23872596.1101018	A0A5N5E036	Cutinase_like	2.65e-10	52.4	48.0	50
SRR23872596.1106602	A0A1H0WAS8	AlkB	4.46e-30	107	94.3	53
SRR23872596.1109562	A0AAN5C2R9	Cutinase_like	1.48e-07	44.7	40.7	54
SRR23872596.1113606	A0A316YF96	Cutinase_like	1.09e-16	70.5	60.0	50
SRR23872596.1118248	A0A1X0BAF1	AlkB	3.23e-06	40.8	44.2	52
SRR23872596.1121660	A9CMS7	AlkB	2.09e-19	78.2	72.0	50
SRR23872596.1128005	A0AAN5C2R9	Cutinase_like	6.12e-09	48.5	40.4	52
SRR23872596.1128697	A9CMS7	AlkB	1.05e-13	62.0	56.0	50
SRR23872596.1129722	A0A1B4FCM4	AlkB	1.23e-19	78.6	70.0	50
SRR23872596.1132479	A0A6I6GFT3	AlkB	2.62e-28	101	82.7	52
SRR23872596.1134343	A0AAN5C2R9	Cutinase_like	1.99e-13	61.2	51.9	52
SRR23872596.1137179	A0AAN5C2R9	Cutinase_like	1.04e-10	53.5	53.8	52
SRR23872596.1137244	A0A2M8P0X2	Cutinase_like	1.31e-06	42.0	47.2	53
SRR23872596.1138492	A0A9W6J5G5	AlkB	4.12e-18	74.3	71.2	52
SRR23872596.1142491	A0ABQ2T5D6	AlkB	1.83e-13	60.1	56.9	51
SRR23872596.1143032	A0ABC9YYI6	AlkB	8.29e-27	97.4	86.5	52
SRR23872596.1146163	A0A316YF96	Cutinase_like	4.66e-06	40.4	45.3	53
SRR23872596.1146530	G1C7H9	AlkB	3.83e-17	71.6	68.6	51
SRR23872596.1147575	A0A316YF96	Cutinase_like	6.17e-12	57.0	51.9	54
SRR23872596.1150540	A0A0P8X0D6	Cutinase_like	9.47e-10	50.8	51.9	52
SRR23872596.1150848	G1C7H9	AlkB	9.8e-21	81.6	71.7	53
SRR23872596.1152410	Q5F4D8	AlkB	4.63e-06	40.4	42.3	52
SRR23872596.1152726	A0A7T2W014	AlkB	6.22e-19	74.7	72.0	50
SRR23872596.1155520	A0AAN5C2R9	Cutinase_like	8.38e-09	48.1	47.1	51
SRR23872596.1156735	G1C7H9	AlkB	4.69e-20	79.7	76.0	50
SRR23872596.1156860	G1C7H9	AlkB	9.8e-21	81.6	71.7	53
SRR23872596.1157172	A0ABT7S9X4	Cutinase_like	1.42e-10	53.1	54.0	50
SRR23872596.1157683	A0A3M0I8F1	AlkB	1.15e-19	78.6	71.7	53
SRR23872596.1159848	A0A0M8PKR8	AlkB	8.3e-06	39.7	40.7	54
SRR23872596.1167043	A0A2U1K6F7	AlkB	3.96e-08	46.2	41.2	51
SRR23872596.1167945	A0ABN9IQH8	MHETase_like	2.8e-24	92.0	80.4	51
SRR23872596.1169366	A0AAN5C2R9	Cutinase_like	5.81e-11	54.3	49.1	55
SRR23872596.1170943	A0A7S1M4C5	Cutinase_like	2.98e-10	52.0	45.5	55
SRR23872596.1174345	A0A0F8AVQ6	AlkB	3.93e-08	46.2	50.0	50
SRR23872596.1180832	A0AAE6Y585	AlkB	7.7e-11	53.9	41.5	53
SRR23872596.1182048	A0A0W0GAT5	Cutinase_like	8.03e-17	70.9	60.8	51
SRR23872596.1183465	A0A316YF96	Cutinase_like	3.14e-17	72.0	70.0	50
SRR23872596.1188061	A0A132NE97	AlkB	4.31e-06	40.4	40.0	50
SRR23872596.1188678	A0A9W6J5G5	AlkB	1.22e-15	67.4	56.9	51
SRR23872596.1189424	A9CMS7	AlkB	6.02e-25	93.6	86.5	52
SRR23872596.1190367	A0ABY6Y3A1	AlkB	3.32e-23	87.8	75.0	52
SRR23872596.1190652	G1C7H9	AlkB	2.36e-09	49.7	51.9	52
SRR23872596.1192096	A0A0U3TFK6	AlkB	2.1e-29	104	96.2	52
SRR23872596.1193263	A0A8H6D6M8	Cutinase_like	8.86e-12	56.6	51.8	56
SRR23872596.1194290	A0A0N9I2P4	AlkB	4.41e-06	40.4	42.3	52
SRR23872596.1194550	A0A0F8AVQ6	AlkB	3.35e-06	40.8	41.2	51
SRR23872596.1195422	A0A512NG10	AlkB	3.83e-28	102	96.2	52
SRR23872596.1197213	A0ABQ2I351	AlkB	6.06e-17	70.9	63.5	52
SRR23872596.1197957	A0A9P5AHW0	Cutinase_like	1.28e-09	50.4	45.3	53
SRR23872596.1199705	A0A0T6LQN8	AlkB	4.24e-22	85.1	75.5	53
SRR23872596.1199731	A0A512NG10	AlkB	3.83e-28	102	96.2	52
SRR23872596.1204562	A0ABV6FXK7	AlkB	5.17e-14	62.8	51.0	51
SRR23872596.1205755	A0A8H5WTA5	Cutinase_like	1.23e-17	73.2	60.0	50
SRR23872596.1205899	A0A2A5WCH4	Cutinase_like	2.37e-12	58.2	55.8	52
SRR23872596.1206239	A0A0S3F2T7	AlkB	8.3e-06	39.7	44.4	54
SRR23872596.1206366	A0A0S3F2T7	AlkB	8.3e-06	39.7	44.4	54
SRR23872596.1206812	A0ABQ1HDS1	AlkB	3.44e-23	88.2	70.6	51
SRR23872596.1211362	A0AAN5C2R9	Cutinase_like	3.83e-16	68.9	67.3	52
SRR23872596.1212644	A0AAN5C2R9	Cutinase_like	4.87e-15	65.9	56.6	53
SRR23872596.1218002	A0A1X1UCC7	AlkB	1.31e-06	42.0	44.0	50
SRR23872596.1218837	A0A0H4LHB2	AlkB	5.04e-20	74.7	69.2	52
SRR23872596.1223428	A0A9W6N1A9	AlkB	6.71e-10	51.2	47.1	51
SRR23872596.1223848	A0AAN5C2R9	Cutinase_like	1.75e-09	50.1	44.2	52
SRR23872596.1224931	A0A9W6N1A9	AlkB	6.71e-10	51.2	47.1	51
SRR23872596.1225629	A0A9W6N1A9	AlkB	3.39e-26	96.3	88.5	52
SRR23872596.1233190	A0ABW3HCW7	AlkB	3.41e-06	40.8	41.8	55
SRR23872596.1233754	A0A515DF95	AlkB	1.06e-20	79.3	64.7	51
SRR23872596.1236130	A0A1S9RVN2	Cutinase_like	7.43e-19	76.6	63.0	54
SRR23872596.1240945	A0A917Q8D6	AlkB	5.85e-15	65.5	59.6	52
SRR23872596.1248822	A0A316YF96	Cutinase_like	8.69e-20	79.3	67.9	53
SRR23872596.1250416	A0A254U2U8	Cutinase_like	3.04e-08	46.6	44.1	59
SRR23872596.1251666	A0ABM8TU52	MHETase_like	3.39e-09	49.3	45.6	57
SRR23872596.1251782	A0AAN5C2R9	Cutinase_like	2.61e-15	66.6	61.5	52
SRR23872596.1254732	A0AAN5C2R9	Cutinase_like	1.36e-12	58.9	53.8	52
SRR23872596.1254860	A0A316YF96	Cutinase_like	7.12e-16	68.2	64.7	51
SRR23872596.1255221	A0A0F9MT65	Cutinase_like	5.28e-19	77.0	65.4	52
SRR23872596.1255365	A9CMS7	AlkB	7.7e-14	62.4	54.5	55
SRR23872596.1255589	A0AAE6Y585	AlkB	1.95e-19	77.8	62.3	53
SRR23872596.1258989	A0A7K0BXE1	MHETase_like	2.29e-17	72.4	64.0	50
SRR23872596.1260570	A0A176YNM9	AlkB	3.98e-11	54.7	51.9	52
SRR23872596.1261196	A0ABQ4SDE2	MHETase_like	8.98e-18	73.6	63.5	52
SRR23872596.1261525	A0ABM8C2J5	AlkB	3.25e-21	82.4	75.0	52
SRR23872596.1264010	A0A679JSQ1	MHETase_like	4.62e-20	80.1	71.7	53
SRR23872596.1264159	A0A9P5AHW0	Cutinase_like	1.15e-08	47.8	43.1	51
SRR23872596.1265077	A0A316YF96	Cutinase_like	3.36e-23	89.0	78.8	52
SRR23872596.1266927	A0A6L6XVY0	Cutinase_like	3.26e-09	49.3	46.2	52
SRR23872596.1271014	A0AAN5C2R9	Cutinase_like	1.48e-07	44.7	44.2	52
SRR23872596.1272172	A0A316YF96	Cutinase_like	7.48e-08	45.4	45.1	51
SRR23872596.1273961	A0A3G9IX35	AlkB	5.36e-19	76.6	67.9	53
SRR23872596.1275452	A0A0B4FG01	Cutinase_like	1.65e-11	55.8	48.1	52
SRR23872596.1277304	A0AAP8QDB7	AlkB	7.76e-15	65.1	54.9	51
SRR23872596.1278405	A0A2Z4LX63	Cutinase_like	1.61e-17	72.8	68.6	51
