read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR28636381.4500618	A0A0M8MNI7	AlkB	3.27e-07	43.5	45.8	48
SRR28636381.4502147	A0A517L0X3	Cutinase_like	2.85e-09	49.3	47.4	38
SRR28636381.4503131	A0AAN5C2R9	Cutinase_like	1.37e-08	47.4	47.8	46
SRR28636381.4504182	A0ABW3HCW7	AlkB	1.04e-08	47.8	42.0	50
SRR28636381.4507078	A0ABT8FJW9	Cutinase_like	8.5e-10	50.8	45.7	46
SRR28636381.4507507	A0A1X0I552	AlkB	2.3e-10	52.4	46.9	49
SRR28636381.4507862	A0A254U084	Cutinase_like	9.46e-08	45.1	48.8	41
SRR28636381.4508325	A0A9P4TBT9	Cutinase_like	8.14e-10	50.8	51.0	49
SRR28636381.4508408	G1C7R7	AlkB	3.71e-12	55.1	56.3	48
SRR28636381.4508595	G1C7H9	AlkB	3.59e-29	104	91.8	49
SRR28636381.4508629	A0A177Y674	AlkB	8.05e-22	84.0	80.0	50
SRR28636381.4509125	A0A922NQS1	Cutinase_like	1.69e-07	44.3	46.3	41
SRR28636381.4509551	A0A538SMW8	Cutinase_like	2.12e-14	62.8	64.0	50
SRR28636381.4511471	A0ABW3HCW7	AlkB	7.4e-12	56.6	46.9	49
SRR28636381.4513684	A0ABX0G611	AlkB	3.39e-14	63.2	69.6	46
SRR28636381.4514491	A0A177Y674	AlkB	8.05e-22	84.0	80.0	50
SRR28636381.4515327	Q5F4D8	AlkB	1.58e-06	41.6	42.6	47
SRR28636381.4515479	Q5F4D8	AlkB	1.58e-06	41.6	42.6	47
SRR28636381.4515536	A0ABM8WC33	MHETase_like	2.11e-12	58.2	61.7	47
SRR28636381.4516790	A0A1E3LRC3	AlkB	4.06e-09	48.9	47.7	44
SRR28636381.4519754	A0A286RH75	Cutinase_like	1.11e-06	42.0	48.7	39
SRR28636381.4520636	A0ABT8EVN5	Cutinase_like	6.58e-08	45.4	50.0	40
SRR28636381.4520802	A0A9P5AHW0	Cutinase_like	3.32e-07	43.5	46.9	49
SRR28636381.4521137	A0A917Q8D6	AlkB	7.25e-09	48.1	42.9	49
SRR28636381.4521183	A0A9P5AHW0	Cutinase_like	3.32e-07	43.5	46.9	49
SRR28636381.4521811	A0A0D1YDG7	Cutinase_like	4.32e-07	43.1	50.0	36
SRR28636381.4522123	A0A254U084	Cutinase_like	6.64e-11	53.9	54.3	46
SRR28636381.4522637	A0A2W6NCB0	AlkB	4.77e-15	65.5	54.2	48
SRR28636381.4522986	A0ABM8C2J5	AlkB	5.51e-18	73.6	66.0	50
SRR28636381.4523216	A0ABN7I7H8	MHETase_like	4.78e-16	68.6	65.3	49
SRR28636381.4525364	G1C7H9	AlkB	1.15e-09	50.4	56.8	44
SRR28636381.4526594	A0A5P9NL93	Cutinase_like	6.15e-07	42.7	47.2	36
SRR28636381.4527040	G1C7H9	AlkB	1.15e-09	50.4	56.8	44
SRR28636381.4528800	A0A5N5E036	Cutinase_like	4.54e-10	51.6	57.5	40
SRR28636381.4529011	A0A5N5E036	Cutinase_like	4.54e-10	51.6	57.5	40
SRR28636381.4529773	A0A7V8V8A4	Cutinase_like	1.59e-13	61.2	57.4	47
SRR28636381.4530766	A0A1X0BAF1	AlkB	2.94e-12	57.8	63.0	46
SRR28636381.4530802	A0A1X0BAF1	AlkB	2.94e-12	57.8	63.0	46
SRR28636381.4530933	A0A1X0BAF1	AlkB	1.42e-11	55.8	63.6	44
SRR28636381.4532672	A0A7K0C3G9	MHETase_like	1.87e-08	47.0	43.5	46
SRR28636381.4532717	A0A922NQS1	Cutinase_like	2.87e-06	40.8	46.2	39
SRR28636381.4532854	A0AAI8H768	AlkB	1.53e-26	96.7	98.0	49
SRR28636381.4536397	A0AAN5C2R9	Cutinase_like	4.55e-07	43.1	34.8	46
SRR28636381.4537202	A0A0A3Z4C2	AlkB	2.3e-10	52.4	48.7	39
SRR28636381.4537495	B4RAN1	AlkB	9.41e-13	58.5	52.1	48
SRR28636381.4537508	A0A316YF96	Cutinase_like	3.89e-09	48.9	53.1	49
SRR28636381.4537539	A0AAN5C2R9	Cutinase_like	4.55e-07	43.1	34.8	46
SRR28636381.4537914	A0A316YF96	Cutinase_like	4.79e-08	45.8	64.7	34
SRR28636381.4539903	A0A3P8MCK5	AlkB	8.7e-15	64.7	66.7	48
SRR28636381.4539940	A0A3P8MCK5	AlkB	8.16e-14	62.0	66.7	48
SRR28636381.4540596	A0AAN5C2R9	Cutinase_like	1.12e-09	50.4	45.8	48
SRR28636381.4540672	A0A316YF96	Cutinase_like	1.11e-09	50.4	55.1	49
SRR28636381.4541192	A0ABM9DEY4	AlkB	2.92e-27	95.9	80.4	51
SRR28636381.4542013	A0A918W8F7	AlkB	9.22e-11	52.8	51.1	47
SRR28636381.4542072	A0A918W8F7	AlkB	9.22e-11	52.8	51.1	47
SRR28636381.4543531	A0A516X263	Cutinase_like	5.93e-07	42.7	43.8	48
SRR28636381.4543739	A0A918W8F7	AlkB	9.22e-11	52.8	51.1	47
SRR28636381.4543930	A0ABQ2I351	AlkB	1.13e-25	94.4	86.0	50
SRR28636381.4543937	A0A2D0NIN8	AlkB	9.08e-25	92.0	80.0	50
SRR28636381.4544188	A0AAN5C2R9	Cutinase_like	1.44e-08	47.4	44.0	50
SRR28636381.4544308	A0AAN5C2R9	Cutinase_like	1.44e-08	47.4	44.0	50
SRR28636381.4545188	A0A9P5AHW0	Cutinase_like	1.13e-12	58.9	56.8	44
SRR28636381.4545511	A0A9P5AHW0	Cutinase_like	1.13e-12	58.9	56.8	44
SRR28636381.4545884	A0AAN5C2R9	Cutinase_like	2.28e-15	66.6	59.1	44
SRR28636381.4547235	A0A1X1UCC7	AlkB	8.05e-07	42.4	36.7	49
SRR28636381.4547275	A0A3Q9C3F8	Cutinase_like	8.14e-07	42.4	50.0	38
SRR28636381.4548689	A9CMS7	AlkB	4.83e-11	54.3	52.5	40
SRR28636381.4553108	A0ABW3HCW7	AlkB	1.52e-09	50.1	63.2	38
SRR28636381.4554353	A0A5E6YN35	MHETase_like	8.27e-13	59.3	59.5	37
SRR28636381.4555536	A9CMS7	AlkB	3.01e-12	57.8	57.8	45
SRR28636381.4558756	W4LRX4	AlkB	2.84e-06	40.8	42.9	49
SRR28636381.4559449	A0A5J4RG58	MHETase_like	4.62e-13	60.1	52.0	50
SRR28636381.4560698	A0AAN5C2R9	Cutinase_like	6.64e-11	53.9	56.3	48
SRR28636381.4561451	A0A5J4RG58	MHETase_like	4.62e-13	60.1	52.0	50
SRR28636381.4562038	A0A132NE97	AlkB	3.24e-08	46.2	50.0	46
SRR28636381.4562157	A0A132NE97	AlkB	3.24e-08	46.2	50.0	46
SRR28636381.4562880	A0A238Z379	Cutinase_like	3.6e-12	57.0	65.8	38
SRR28636381.4563973	A0A0P9CMX4	AlkB	5.38e-18	73.9	63.8	47
SRR28636381.4564260	M2VXL2	AlkB	7.37e-06	39.7	46.3	41
SRR28636381.4564987	A0A1V2ICM1	AlkB	3.89e-06	40.4	40.0	40
SRR28636381.4565184	A0A1M4Z2H3	AlkB	5.89e-07	42.7	61.5	39
SRR28636381.4568076	A0A8H5N5T4	Cutinase_like	2.87e-06	40.8	45.5	44
SRR28636381.4568763	A0A0P9CMX4	AlkB	5.38e-18	73.9	63.8	47
SRR28636381.4568822	A0ABW9HH33	Cutinase_like	1.29e-07	44.7	45.8	59
SRR28636381.4569299	A0A922NQS1	Cutinase_like	7.32e-09	48.1	56.5	46
SRR28636381.4572900	A0ABM8NLC2	MHETase_like	1.29e-10	53.1	62.9	35
SRR28636381.4573032	A0A5S9Q0K5	AlkB	2.25e-17	70.5	71.4	49
SRR28636381.4573633	A0A5S9Q0K5	AlkB	2.25e-17	70.5	71.4	49
SRR28636381.4574219	A0A316YF96	Cutinase_like	2.08e-06	41.2	57.1	35
SRR28636381.4574495	A0A9W9D218	Cutinase_like	1.96e-08	47.0	47.8	46
SRR28636381.4574775	A0AAN5C2R9	Cutinase_like	2.37e-13	60.8	59.2	49
SRR28636381.4575505	A0A919XRH9	AlkB	1.89e-22	85.9	82.4	51
SRR28636381.4576232	U2XN45	AlkB	4.96e-08	45.8	49.0	49
SRR28636381.4576322	U2XN45	AlkB	4.96e-08	45.8	49.0	49
SRR28636381.4576354	A0ABM8C2J5	AlkB	5.98e-14	62.4	60.0	45
SRR28636381.4576415	A0ABM8C2J5	AlkB	5.98e-14	62.4	60.0	45
SRR28636381.4577298	A9CMS7	AlkB	9.96e-09	47.8	42.2	45
SRR28636381.4579621	A0A177Y674	AlkB	1.47e-17	72.4	71.4	49
SRR28636381.4580513	A0ABM6IFC6	AlkB	3.96e-18	73.9	74.5	51
SRR28636381.4581444	A0A5N5DW69	AlkB	2.12e-23	88.2	80.0	50
SRR28636381.4581865	A0A1X0BAF1	AlkB	2.29e-07	43.9	51.2	41
SRR28636381.4586447	A0A7G9R817	Cutinase_like	3.32e-10	52.0	54.5	44
SRR28636381.4592332	G1C7H9	AlkB	4.35e-13	60.1	65.2	46
SRR28636381.4593786	G1C7R7	AlkB	9.36e-16	64.3	66.7	42
SRR28636381.4593805	G1C7R7	AlkB	9.36e-16	64.3	66.7	42
SRR28636381.4596780	A0ABR7MBV8	AlkB	4.78e-08	45.8	50.0	40
SRR28636381.4597346	A0A8H4IXG9	Cutinase_like	7.61e-15	65.1	62.2	45
SRR28636381.4598345	A0A679JSQ1	MHETase_like	8.23e-18	73.6	72.0	50
SRR28636381.4598414	A0A1B1UJ32	AlkB	1.41e-14	64.3	57.1	49
SRR28636381.4598608	A0AAN5C2R9	Cutinase_like	1.17e-15	67.4	70.2	47
SRR28636381.4599081	A0A679JSQ1	MHETase_like	9.24e-19	76.3	72.0	50
SRR28636381.4599663	A0AAN5C2R9	Cutinase_like	7.73e-06	39.7	48.8	41
SRR28636381.4599812	A0ABY3ZIA8	AlkB	8.34e-14	62.0	68.9	45
SRR28636381.4599891	A0ABY3ZIA8	AlkB	8.34e-14	62.0	68.9	45
SRR28636381.4599924	A0ABY3ZIA8	AlkB	8.34e-14	62.0	68.9	45
SRR28636381.4600776	Q5F4D8	AlkB	7.59e-09	48.1	40.9	44
SRR28636381.4603635	A0ABQ1SA56	AlkB	7.13e-25	92.0	83.7	49
SRR28636381.4603853	A0ABQ1SA56	AlkB	7.13e-25	92.0	83.7	49
SRR28636381.4603886	A0A9P4TBT9	Cutinase_like	1.29e-07	44.7	64.5	31
SRR28636381.4604358	A0ABN7YNI5	MHETase_like	2.28e-15	66.6	55.1	49
SRR28636381.4604378	A0ABN7YNI5	MHETase_like	2.28e-15	66.6	55.1	49
SRR28636381.4604427	A0A286GRC4	Cutinase_like	4.47e-16	68.2	57.1	49
SRR28636381.4608186	A0ABQ6B2E5	AlkB	3.28e-33	114	100.0	50
SRR28636381.4609593	A0A1Y3PDX4	AlkB	6.8e-11	53.9	50.0	48
SRR28636381.4611451	A0A7X2HJC3	Cutinase_like	1.31e-16	70.1	67.3	49
SRR28636381.4611888	A0A0G4NCV0	Cutinase_like	7.3e-09	48.1	56.8	37
SRR28636381.4612424	A0A0G4NCV0	Cutinase_like	7.3e-09	48.1	56.8	37
SRR28636381.4612873	A0A7X2HJC3	Cutinase_like	1.31e-16	70.1	67.3	49
SRR28636381.4612923	A0A8J3VI75	Cutinase_like	1.33e-13	61.6	56.8	44
SRR28636381.4613180	A0ABR5J5T3	AlkB	4.97e-08	45.8	46.5	43
SRR28636381.4613496	A0A8J3VI75	Cutinase_like	1.33e-13	61.6	56.8	44
SRR28636381.4613958	A0A8J3VI75	Cutinase_like	1.33e-13	61.6	56.8	44
SRR28636381.4617473	A0ABW3HCW7	AlkB	2.85e-09	49.3	51.0	49
SRR28636381.4617630	A0A922NQS1	Cutinase_like	1.39e-11	55.8	53.1	49
SRR28636381.4618981	A0A922NQS1	Cutinase_like	1.37e-08	47.4	53.7	41
SRR28636381.4619012	A0A922NQS1	Cutinase_like	4.82e-08	45.8	58.5	41
SRR28636381.4619058	A0A922NQS1	Cutinase_like	2.86e-09	49.3	58.5	41
SRR28636381.4619692	A0A0N7H9C9	AlkB	1.06e-22	84.0	75.5	49
SRR28636381.4620760	A0A9W9D218	Cutinase_like	8.51e-10	50.8	53.8	39
SRR28636381.4621133	A0ABR5J5T3	AlkB	4.29e-07	43.1	52.8	36
SRR28636381.4621949	A0A1X0BAF1	AlkB	2.06e-09	49.7	49.0	51
SRR28636381.4622558	A0A7V8FSD0	MHETase_like	3.63e-14	63.2	55.3	47
SRR28636381.4623757	A0ABM6H719	AlkB	1.1e-06	42.0	52.1	48
SRR28636381.4624882	A0AAN5C2R9	Cutinase_like	1.6e-09	50.1	67.6	34
SRR28636381.4625435	A0ABW3HCW7	AlkB	6.33e-13	59.7	50.0	50
SRR28636381.4626481	A0A5E6YM10	MHETase_like	4.42e-13	60.1	62.8	43
SRR28636381.4626700	A0A2S4HHH6	Cutinase_like	2.55e-08	46.6	63.3	30
SRR28636381.4630116	A0A3Q9C3F8	Cutinase_like	5.03e-08	45.8	48.9	45
SRR28636381.4630750	A0A8H4J4L5	Cutinase_like	1.52e-06	41.6	46.8	47
SRR28636381.4630802	A0A0D1YDG7	Cutinase_like	5.05e-11	54.3	47.9	48
SRR28636381.4632258	D3B1Q5	Cutinase_like	4.59e-08	45.8	51.3	39
SRR28636381.4632445	A0A8H4JGE8	Cutinase_like	1.53e-06	41.6	43.8	48
SRR28636381.4633795	A9CMS7	AlkB	7.6e-09	48.1	44.0	50
SRR28636381.4635048	A0AA37M8P3	MHETase_like	3.63e-14	63.2	57.1	42
SRR28636381.4635723	A0ABW9HH33	Cutinase_like	1.01e-11	56.2	47.9	48
SRR28636381.4637546	A0ABV6E5N6	Cutinase_like	1.3e-10	53.1	70.6	34
SRR28636381.4639507	A0A916UUV4	AlkB	5.32e-06	40.0	39.0	41
SRR28636381.4639995	A0A916UUV4	AlkB	7.29e-06	39.7	39.0	41
SRR28636381.4640923	A0A099F6W3	AlkB	1.12e-25	94.4	91.8	49
SRR28636381.4641240	A0A2S9GX20	AlkB	1.78e-12	54.3	63.3	49
SRR28636381.4643468	A0A1L7XLJ4	Cutinase_like	6.61e-11	53.9	50.0	48
SRR28636381.4644011	A0A2S9GX20	AlkB	6.22e-13	55.5	65.3	49
SRR28636381.4644055	A0A2S9GX20	AlkB	6.22e-13	55.5	65.3	49
SRR28636381.4644699	A0AA37M8P3	MHETase_like	2.08e-09	49.7	44.8	58
SRR28636381.4644771	A0A222E0D5	MHETase_like	5.91e-07	42.7	44.4	54
SRR28636381.4646697	A0A0R3N0S8	AlkB	1.93e-15	66.6	57.1	49
SRR28636381.4647517	A0ABD7QR27	Cutinase_like	1.49e-16	69.7	68.2	44
SRR28636381.4658560	G1C7R7	AlkB	1.71e-13	58.5	53.1	49
SRR28636381.4661721	A0ABW3HCW7	AlkB	4.63e-13	60.1	54.0	50
SRR28636381.4662637	A0AAN5C2R9	Cutinase_like	8.55e-16	67.8	68.8	48
SRR28636381.4662864	A0A922NQS1	Cutinase_like	2.87e-06	40.8	38.0	50
SRR28636381.4664005	A0AA48HK42	AlkB	5.65e-22	82.4	74.0	50
SRR28636381.4664063	A0AA48HK42	AlkB	5.65e-22	82.4	74.0	50
SRR28636381.4664072	A0AA48HK42	AlkB	5.65e-22	82.4	74.0	50
SRR28636381.4665814	A0A316YF96	Cutinase_like	2.65e-14	63.5	67.3	49
SRR28636381.4665945	A0ABQ1UYZ3	AlkB	3.13e-07	43.5	44.7	47
SRR28636381.4668114	A0A316YF96	Cutinase_like	5.14e-17	71.2	73.5	49
SRR28636381.4671523	G1C7H9	AlkB	1.23e-22	86.7	77.1	48
SRR28636381.4671547	A0ABR6U946	Cutinase_like	1.37e-08	47.4	46.7	45
SRR28636381.4671567	G1C7H9	AlkB	4.66e-23	87.8	77.1	48
SRR28636381.4673471	A0A922NQS1	Cutinase_like	1.12e-09	50.4	43.1	51
SRR28636381.4673514	A0A922NQS1	Cutinase_like	1.12e-09	50.4	43.1	51
SRR28636381.4675493	A0A6L6XVY0	Cutinase_like	1.78e-10	52.8	46.8	47
SRR28636381.4676287	G1C7R7	AlkB	1.71e-13	58.5	55.3	47
SRR28636381.4676561	A0A9P5AHW0	Cutinase_like	6.64e-11	53.9	44.7	47
SRR28636381.4676780	A0A3Q8MC64	AlkB	3.53e-10	51.2	45.8	48
SRR28636381.4677328	A0A9P5AHW0	Cutinase_like	6.64e-11	53.9	44.7	47
SRR28636381.4677966	A0A1B1UJ32	AlkB	3.22e-23	88.6	73.5	49
SRR28636381.4678418	A0A176YNM9	AlkB	5.46e-27	98.2	93.9	49
SRR28636381.4679653	G1C7H9	AlkB	5.55e-15	65.5	58.7	46
SRR28636381.4679676	G1C7H9	AlkB	5.55e-15	65.5	58.7	46
SRR28636381.4679941	W4LRX4	AlkB	1.86e-08	47.0	50.0	40
SRR28636381.4680303	A0A1E3LRC3	AlkB	3.29e-07	43.5	52.8	36
SRR28636381.4680503	A0ABW3HCW7	AlkB	2.17e-09	49.7	52.3	44
SRR28636381.4682193	A0AAE6Y585	AlkB	7.02e-15	65.1	59.2	49
SRR28636381.4682693	A0ABW3HCW7	AlkB	3.9e-09	48.9	45.8	48
SRR28636381.4683165	A0ABW3HCW7	AlkB	3.9e-09	48.9	45.8	48
SRR28636381.4685947	A0A4R4DYS3	AlkB	1.11e-16	70.1	68.1	47
SRR28636381.4688976	A9CMS7	AlkB	2.42e-10	52.4	44.9	49
SRR28636381.4690272	A0A916SVV4	AlkB	4.96e-11	54.3	58.1	43
SRR28636381.4690315	A0A916SVV4	AlkB	4.96e-11	54.3	58.1	43
SRR28636381.4691077	A0AAN5C2R9	Cutinase_like	3.71e-11	54.7	49.0	49
SRR28636381.4691477	A0A0M2GWP5	Cutinase_like	1e-08	47.8	53.1	49
SRR28636381.4691490	A0A922NQS1	Cutinase_like	9.03e-08	45.1	41.9	43
SRR28636381.4692069	A0ABQ3GCS7	AlkB	3.89e-23	87.4	81.6	49
SRR28636381.4692504	A0A2M6UEZ0	AlkB	2.07e-12	58.2	59.1	44
SRR28636381.4692675	M7XAF4	Cutinase_like	1.23e-07	44.7	56.3	32
SRR28636381.4692794	A0A916IWZ2	MHETase_like	4.57e-16	68.6	57.4	54
SRR28636381.4692834	A0A0M2GWP5	Cutinase_like	1e-08	47.8	53.1	49
SRR28636381.4694019	A0A1X0I552	AlkB	4.98e-08	45.8	47.7	44
SRR28636381.4694033	A0A9P5AHW0	Cutinase_like	3.93e-06	40.4	51.5	33
SRR28636381.4696111	A0ABQ1UBS5	AlkB	1.18e-21	84.0	93.0	43
SRR28636381.4698103	G1C7H9	AlkB	1e-05	39.3	46.3	41
SRR28636381.4699240	Q5F4D8	AlkB	3.89e-06	40.4	39.1	46
SRR28636381.4699667	A0A0P9CMX4	AlkB	1.63e-15	67.0	62.0	50
SRR28636381.4702379	A0ABW2N4Y5	Cutinase_like	1.12e-06	42.0	48.8	41
SRR28636381.4702978	A0A5E6YM10	MHETase_like	3.63e-14	63.2	58.7	46
SRR28636381.4703875	A0AAN5C2R9	Cutinase_like	8.55e-16	67.8	59.2	49
SRR28636381.4704956	A0A5E6YM10	MHETase_like	3.63e-14	63.2	58.7	46
SRR28636381.4706066	Q9AP11	AlkB	6.18e-07	42.7	36.0	50
SRR28636381.4706359	Q9AP11	AlkB	6.18e-07	42.7	36.0	50
SRR28636381.4709152	A0A0N7H9C9	AlkB	4.41e-13	58.9	55.1	49
SRR28636381.4709438	A0A1C7N448	Cutinase_like	9.08e-11	53.5	53.1	49
SRR28636381.4709482	A0A0D1YDG7	Cutinase_like	3.91e-06	40.4	44.2	43
SRR28636381.4709697	A0A0N7H9C9	AlkB	7.71e-15	63.5	57.1	49
SRR28636381.4710738	A0ABM6I1V7	AlkB	5.5e-24	89.7	87.8	49
SRR28636381.4710931	A0AAN5C2R9	Cutinase_like	5.39e-06	40.0	52.2	46
SRR28636381.4711024	A0A559KL13	Cutinase_like	4.43e-13	60.1	55.3	47
SRR28636381.4711500	A0AAN5C2R9	Cutinase_like	1.12e-09	50.4	45.8	48
SRR28636381.4711613	A0AAN5C2R9	Cutinase_like	1.12e-09	50.4	45.8	48
SRR28636381.4711619	A0AAN5C2R9	Cutinase_like	1.53e-06	41.6	50.0	48
SRR28636381.4712250	A0ABR7RGF6	AlkB	1.62e-25	91.7	82.0	50
SRR28636381.4712503	A0A316YF96	Cutinase_like	5.92e-07	42.7	57.1	35
SRR28636381.4713369	A0A0P9CMX4	AlkB	1.39e-17	72.8	63.3	49
SRR28636381.4713498	A0A538SMW8	Cutinase_like	2.58e-16	67.8	70.8	48
SRR28636381.4714293	A0A0P9CMX4	AlkB	1.39e-17	72.8	63.3	49
SRR28636381.4714469	A0A538SMW8	Cutinase_like	2.58e-16	67.8	70.8	48
SRR28636381.4715484	A0AAN5C2R9	Cutinase_like	1.12e-09	50.4	52.2	46
SRR28636381.4715560	A0AAN5C2R9	Cutinase_like	1.12e-09	50.4	52.2	46
SRR28636381.4715619	A0AAN5C2R9	Cutinase_like	1.12e-09	50.4	52.2	46
SRR28636381.4717253	A0A1D7U0M5	AlkB	1.5e-26	96.7	98.0	49
SRR28636381.4718691	A0ABT7S9X4	Cutinase_like	3.35e-16	68.9	65.3	49
SRR28636381.4720188	A0A9Q8WKU3	Cutinase_like	5.62e-06	40.0	48.6	37
SRR28636381.4720761	A0A9Q8WKU3	Cutinase_like	5.62e-06	40.0	48.6	37
SRR28636381.4721701	A0A9P5B040	Cutinase_like	4.55e-07	43.1	52.3	44
SRR28636381.4722076	A0AAN5C2R9	Cutinase_like	7.73e-06	39.7	58.1	31
SRR28636381.4724334	A0A0F8AVQ6	AlkB	6.76e-08	45.4	47.9	48
SRR28636381.4724628	A0AAN5C2R9	Cutinase_like	2.87e-06	40.8	46.3	41
SRR28636381.4725700	A0AAN5C2R9	Cutinase_like	3.52e-08	46.2	48.9	47
SRR28636381.4727253	A0A917Q8D6	AlkB	2.83e-22	85.5	79.2	48
SRR28636381.4727274	A0A0P9CMX4	AlkB	2.95e-23	88.6	83.7	49
SRR28636381.4728050	A0AAN5C2R9	Cutinase_like	5.57e-15	65.5	57.1	49
SRR28636381.4728446	A0AAE6Y585	AlkB	5.8e-18	73.6	61.2	49
SRR28636381.4728760	A0AAN5C2R9	Cutinase_like	5.57e-15	65.5	57.1	49
SRR28636381.4728832	A0A917Q8D6	AlkB	4.64e-18	73.9	68.8	48
SRR28636381.4729669	A0A0T6LQN8	AlkB	9.34e-21	81.3	65.3	49
SRR28636381.4734461	A9CMS7	AlkB	6.61e-11	53.9	55.1	49
SRR28636381.4734532	A0A0F8AVQ6	AlkB	1.27e-07	44.7	53.2	47
SRR28636381.4734612	A9CMS7	AlkB	7.32e-06	39.7	41.7	48
SRR28636381.4734825	A0A0F8AVQ6	AlkB	2.9e-09	49.3	55.3	47
SRR28636381.4735777	A0A8J3NY43	Cutinase_like	2.04e-06	41.2	46.9	49
SRR28636381.4740667	A0ABW9HH33	Cutinase_like	8.49e-10	50.8	47.6	42
SRR28636381.4740994	A0A538SMW8	Cutinase_like	2.74e-06	40.8	51.1	47
SRR28636381.4741887	A0AAE6CAR5	AlkB	2e-29	104	98.0	50
SRR28636381.4741888	A0ABR4MM10	Cutinase_like	1.23e-07	44.7	47.7	44
SRR28636381.4743921	A0AAN5C2R9	Cutinase_like	2.43e-10	52.4	46.0	50
SRR28636381.4744298	A0A0G4NCV0	Cutinase_like	1.16e-09	50.4	54.5	44
SRR28636381.4744375	A0A0G4NCV0	Cutinase_like	1.16e-09	50.4	54.5	44
SRR28636381.4744553	A0A0G4NCV0	Cutinase_like	1.16e-09	50.4	54.5	44
SRR28636381.4746044	A0A1V2ICM1	AlkB	7.29e-06	39.7	53.8	39
SRR28636381.4746997	A0A9P5AHW0	Cutinase_like	6.6e-08	45.4	48.9	45
SRR28636381.4747753	A0A922NQS1	Cutinase_like	2.18e-09	49.7	53.1	49
SRR28636381.4748825	A0A922NQS1	Cutinase_like	2.18e-09	49.7	53.1	49
SRR28636381.4749153	A0A0D1YDG7	Cutinase_like	4.07e-09	48.9	42.9	49
SRR28636381.4749254	A0A5J4RG58	MHETase_like	2.3e-07	43.9	58.1	31
SRR28636381.4749257	A0A0D1YDG7	Cutinase_like	4.07e-09	48.9	42.9	49
SRR28636381.4750600	A0A8D6Y728	MHETase_like	4.34e-10	51.6	43.8	48
SRR28636381.4753323	A0ABQ0YWN9	AlkB	2.95e-22	85.1	79.2	48
SRR28636381.4755003	A0A916J7N6	MHETase_like	1.68e-07	44.3	48.7	39
SRR28636381.4755709	A0A3Q9C3F8	Cutinase_like	6.58e-08	45.4	56.4	39
SRR28636381.4755786	G1C7R7	AlkB	8.09e-08	43.9	39.6	48
SRR28636381.4756126	A0A517L0X3	Cutinase_like	1.11e-06	42.0	40.0	45
SRR28636381.4756461	D3B1Q5	Cutinase_like	8.64e-08	45.1	48.8	41
SRR28636381.4758498	A0A8D6Y728	MHETase_like	3.24e-13	60.5	54.2	48
SRR28636381.4762434	A0AAN5C2R9	Cutinase_like	2.43e-10	52.4	48.9	45
SRR28636381.4762594	A0AAN5C2R9	Cutinase_like	2.43e-10	52.4	48.9	45
SRR28636381.4764821	A0ABX3MNN6	AlkB	1.9e-11	55.5	58.0	50
SRR28636381.4764879	J4UWC3	Cutinase_like	8.45e-07	42.4	43.5	46
SRR28636381.4765125	J4UWC3	Cutinase_like	5.55e-09	48.5	45.7	46
SRR28636381.4765475	G1C7H9	AlkB	2.31e-10	52.4	62.2	37
SRR28636381.4767496	A0ABQ1SA56	AlkB	5.08e-17	70.9	73.5	49
SRR28636381.4767662	A0ABQ1F8A1	AlkB	5.9e-25	92.4	91.7	48
SRR28636381.4768579	A0A2P8I084	Cutinase_like	7.95e-07	42.4	43.8	48
SRR28636381.4769949	G1C7H9	AlkB	1.1e-15	67.4	68.1	47
SRR28636381.4771443	A0A0D1YDG7	Cutinase_like	2.3e-07	43.9	51.2	43
SRR28636381.4772029	A0A0D1YDG7	Cutinase_like	7.61e-09	48.1	47.8	46
SRR28636381.4772723	A0A9P5AHW0	Cutinase_like	1.24e-07	44.7	42.6	47
SRR28636381.4772926	G1C7H9	AlkB	5.35e-19	76.6	80.4	46
SRR28636381.4773587	G1C7H9	AlkB	5.35e-19	76.6	80.4	46
SRR28636381.4775432	A0A0P8X0D6	Cutinase_like	1.19e-13	61.6	58.0	50
SRR28636381.4776538	A0AA37M8P3	MHETase_like	1.42e-14	64.3	75.0	40
SRR28636381.4776834	A0A1X1U8J7	AlkB	6.56e-11	53.9	47.8	46
SRR28636381.4776953	A0ABQ6BMW0	AlkB	1.5e-23	88.6	80.0	50
SRR28636381.4777195	A0A0G4NCV0	Cutinase_like	5.34e-09	48.5	52.1	48
SRR28636381.4777411	A0A9P5AHW0	Cutinase_like	5.95e-07	42.7	42.9	49
SRR28636381.4777628	G1C7H9	AlkB	5.35e-19	76.6	80.4	46
SRR28636381.4777927	A0A833V490	MHETase_like	3.24e-13	60.5	52.1	48
SRR28636381.4778028	A0A7K0BXE1	MHETase_like	9.59e-17	70.5	59.6	47
SRR28636381.4778116	A0A7K0BXE1	MHETase_like	9.59e-17	70.5	59.6	47
SRR28636381.4780113	A0AAN5C2R9	Cutinase_like	1.82e-13	61.2	59.2	49
SRR28636381.4780486	A0A0P8X0D6	Cutinase_like	5.84e-13	59.7	55.3	47
SRR28636381.4780923	A0ABX7ZNJ8	Cutinase_like	6.78e-14	62.4	65.1	43
SRR28636381.4780937	A0A6L6XVY0	Cutinase_like	2.19e-06	41.2	41.9	43
SRR28636381.4781296	A0ABX7ZNJ8	Cutinase_like	6.78e-14	62.4	65.1	43
