protein_id	family
A0AAD6EI57	Cutinase_like
A0AAD6FXD0	Cutinase_like
A0AAD6G1F6	Cutinase_like
A0AAD6GAV2	Cutinase_like
A0AAD6GDA5	Cutinase_like
A0AAD6GEK3	Cutinase_like
A0AAD6GR20	Cutinase_like
A0AAD6HBI6	Cutinase_like
A0AAD6NIS6	Cutinase_like
A0AAD6S529	Cutinase_like
A0AAD6S6Z8	Cutinase_like
A0AAD6S7B7	Cutinase_like
A0AAD6SL53	Cutinase_like
A0AAD6T272	Cutinase_like
A0AAD6TEP3	Cutinase_like
A0AAD6TU82	Cutinase_like
A0AAD6U5M8	Cutinase_like
A0AAD6WNV2	Cutinase_like
A0AAD6XRW5	Cutinase_like
A0AAD6YFC3	Cutinase_like
A0AAD6YJ10	Cutinase_like
A0AAD6YQY5	Cutinase_like
A0AAD6ZDW9	Cutinase_like
A0AAD6ZLB6	Cutinase_like
A0AAD7A7F3	Cutinase_like
A0AAD7ASW5	Cutinase_like
A0AAD7AT38	Cutinase_like
A0AAD7C0L8	Cutinase_like
A0AAD7CA96	Cutinase_like
A0AAD7CCH1	Cutinase_like
A0AAD7DB80	Cutinase_like
A0AAD7DEP7	Cutinase_like
A0AAD7DKF9	Cutinase_like
A0AAD7DWH4	Cutinase_like
A0AAD7E4B9	Cutinase_like
A0AAD7EAK3	Cutinase_like
A0AAD7EGX2	Cutinase_like
A0AAD7EY39	Cutinase_like
A0AAD7F4Y4	Cutinase_like
A0AAD7FI69	Cutinase_like
A0AAD7FV20	Cutinase_like
A0AAD7FWT8	Cutinase_like
A0AAD7GGN5	Cutinase_like
A0AAD7GQI0	Cutinase_like
A0AAD7GZH0	Cutinase_like
A0AAD7HBN1	Cutinase_like
A0AAD7ISU6	Cutinase_like
A0AAD7IXP2	Cutinase_like
A0AAD7JJI4	Cutinase_like
A0AAD7JW45	Cutinase_like
A0AAD7K4Q3	Cutinase_like
A0AAD7KDB2	Cutinase_like
A0AAD7MQ09	Cutinase_like
A0AAD7N7T0	Cutinase_like
A0AAD7NCF4	Cutinase_like
A0AAD7NQT2	Cutinase_like
A0AAD7NXQ0	Cutinase_like
A0AAD7NY47	Cutinase_like
A0AAD7P1Q8	Cutinase_like
A0AAD8PP10	Cutinase_like
A0AAD8Q5M0	Cutinase_like
A0AAD8Q6W1	Cutinase_like
A0AAD8QA05	Cutinase_like
A0AAD8U4K4	Cutinase_like
A0AAD8U4P8	Cutinase_like
A0AAD8UA46	Cutinase_like
A0AAD8UDP3	Cutinase_like
A0AAD8UE28	Cutinase_like
A0AAD8UIF3	Cutinase_like
A0AAD8ULM9	Cutinase_like
A0AAD8UNG4	Cutinase_like
A0AAD8UUT4	Cutinase_like
A0AAD8V061	Cutinase_like
A0AAD8V4H8	Cutinase_like
A0AAD8XAC2	Cutinase_like
A0AAD8XDC0	Cutinase_like
A0AAD9A7N0	Cutinase_like
A0AAD9A8M1	Cutinase_like
A0AAD9AB94	Cutinase_like
A0AAD9AEG7	Cutinase_like
A0AAD9AIQ8	Cutinase_like
A0AAD9AM37	Cutinase_like
A0AAD9APD0	Cutinase_like
A0AAD9EIM0	Cutinase_like
A0AAD9EN89	Cutinase_like
A0AAD9EPL3	Cutinase_like
A0AAD9ETD5	Cutinase_like
A0AAD9H5S3	Cutinase_like
A0AAD9H848	Cutinase_like
A0AAD9HBM0	Cutinase_like
A0AAD9HKJ6	Cutinase_like
A0AAD9HR25	Cutinase_like
A0AAD9HST3	Cutinase_like
A0AAD9M3Z6	Cutinase_like
A0AAD9M9P8	Cutinase_like
A0AAD9MCI2	Cutinase_like
A0AAD9S351	Cutinase_like
A0AAD9S6E8	Cutinase_like
A0AAD9S7K7	Cutinase_like
A0AAD9SCA7	Cutinase_like
A0AAD9SH10	Cutinase_like
A0AAD9SPC2	Cutinase_like
A0AAD9SWS0	Cutinase_like
A0AAD9T321	Cutinase_like
A0AAD9T4K3	Cutinase_like
A0AAD9T628	Cutinase_like
A0AAD9VXA7	Cutinase_like
A0AAD9W0E2	Cutinase_like
A0AAD9WB28	Cutinase_like
A0AAD9Y269	Cutinase_like
A0AAD9Y5M2	Cutinase_like
A0AAD9YAA9	Cutinase_like
A0AAD9YEG0	Cutinase_like
A0AAD9YGR3	Cutinase_like
A0AAD9YIR1	Cutinase_like
A0AAD9YJZ5	Cutinase_like
A0AAD9YM64	Cutinase_like
A0AAD9YTX9	Cutinase_like
A0AAE0CX40	Cutinase_like
A0AAE0D8D1	Cutinase_like
A0AAE0H784	Cutinase_like
A0AAE0HTF7	Cutinase_like
A0AAE0J6F2	Cutinase_like
A0AAE0KMI0	Cutinase_like
A0AAE0LTY1	Cutinase_like
A0AAE0NHR1	Cutinase_like
A0AAE0NM69	Cutinase_like
A0AAE0PD78	Cutinase_like
A0AAE0U4Q6	Cutinase_like
A0AAE0WVJ8	Cutinase_like
A0AAE1C6S4	Cutinase_like
A0AAE1CIK6	Cutinase_like
A0AAE1IHL3	Cutinase_like
A0AAE1IHX2	Cutinase_like
A0AAE4RBP1	Cutinase_like
A0AAE4RJF2	Cutinase_like
A0AAE4RJH9	Cutinase_like
A0AAE4U1Z7	Cutinase_like
A0AAE4VEH0	Cutinase_like
A0AAE4VJG0	Cutinase_like
A0AAE5AAW1	Cutinase_like
A0AAE5AAX8	Cutinase_like
A0AAE8MEY3	Cutinase_like
A0AAE8MKN3	Cutinase_like
A0AAE8MYS1	Cutinase_like
A0AAE8N7S9	Cutinase_like
A0AAE8N8J9	Cutinase_like
A0AAE8SFW3	Cutinase_like
A0AAE8SJ34	Cutinase_like
A0AAE8SNG8	Cutinase_like
A0AAE8SUJ1	Cutinase_like
A0AAF0DI03	Cutinase_like
A0AAI8SN26	Cutinase_like
A0AAI8TXC3	Cutinase_like
A0AAI8U2K4	Cutinase_like
A0AAI8V7J7	Cutinase_like
A0AAI8VLK9	Cutinase_like
A0AAI8VVQ2	Cutinase_like
A0AAI8VWB4	Cutinase_like
A0AAI8VYV6	Cutinase_like
A0AAI8X271	Cutinase_like
A0AAI8X4K6	Cutinase_like
A0AAI8XJ84	Cutinase_like
A0AAI8XK15	Cutinase_like
A0AAI8XPH4	Cutinase_like
A0AAI8XPJ2	Cutinase_like
A0AAI8XPK0	Cutinase_like
A0AAI8XPN1	Cutinase_like
A0AAI8YFX7	Cutinase_like
A0AAI8YKQ1	Cutinase_like
A0AAI8YLL0	Cutinase_like
A0AAI9TN72	Cutinase_like
A0AAI9TXT2	Cutinase_like
A0AAI9TZ50	Cutinase_like
A0AAI9U771	Cutinase_like
A0AAI9U7Z3	Cutinase_like
A0AAI9UAA5	Cutinase_like
A0AAI9UMW8	Cutinase_like
A0AAI9UMY3	Cutinase_like
A0AAI9UWC7	Cutinase_like
A0AAI9V4K6	Cutinase_like
A0AAI9V5Y0	Cutinase_like
A0AAI9V8P2	Cutinase_like
A0AAI9XJG9	Cutinase_like
A0AAI9XM36	Cutinase_like
A0AAI9XNJ9	Cutinase_like
A0AAI9XP06	Cutinase_like
A0AAI9XVT3	Cutinase_like
A0AAI9XWK0	Cutinase_like
A0AAI9XX59	Cutinase_like
A0AAI9XYD9	Cutinase_like
A0AAI9Y7N5	Cutinase_like
A0AAI9Y9C8	Cutinase_like
A0AAI9YAL5	Cutinase_like
A0AAI9YE60	Cutinase_like
A0AAI9YHG8	Cutinase_like
A0AAI9YNK5	Cutinase_like
A0AAI9YR65	Cutinase_like
A0AAI9YS61	Cutinase_like
A0AAI9YUK9	Cutinase_like
A0AAI9YYB2	Cutinase_like
A0AAI9Z277	Cutinase_like
A0AAI9Z5R6	Cutinase_like
A0AAI9ZDE9	Cutinase_like
A0AAI9ZFS0	Cutinase_like
A0AAI9ZNN5	Cutinase_like
A0AAI9ZW54	Cutinase_like
A0AAI9ZW75	Cutinase_like
A0AAI9ZXX0	Cutinase_like
A0AAI9ZZ12	Cutinase_like
A0AAJ0AFU8	Cutinase_like
A0AAJ0AGB1	Cutinase_like
A0AAJ0AH27	Cutinase_like
A0AAJ0ALC1	Cutinase_like
A0AAJ0ARJ4	Cutinase_like
A0AAJ0AS82	Cutinase_like
A0AAJ0AT91	Cutinase_like
A0AAJ0AYD3	Cutinase_like
A0AAJ0B8H9	Cutinase_like
A0AAJ0BAM7	Cutinase_like
A0AAJ0BEX4	Cutinase_like
A0AAJ0CGV0	Cutinase_like
A0AAJ0CK28	Cutinase_like
A0AAJ0CR36	Cutinase_like
A0AAJ0DEM7	Cutinase_like
A0AAJ0DVS0	Cutinase_like
A0AAJ0DXR1	Cutinase_like
A0AAJ0DYW4	Cutinase_like
A0AAJ0E8J3	Cutinase_like
A0AAJ0EBH0	Cutinase_like
A0AAJ0EBS9	Cutinase_like
A0AAJ0EBZ5	Cutinase_like
A0AAJ0ER03	Cutinase_like
A0AAJ0ESP1	Cutinase_like
A0AAJ0EX09	Cutinase_like
A0AAJ0F7T4	Cutinase_like
A0AAJ0FI31	Cutinase_like
A0AAJ0FV36	Cutinase_like
A0AAJ0G7X7	Cutinase_like
A0AAJ0HIN5	Cutinase_like
A0AAJ0HKZ1	Cutinase_like
A0AAJ0LZU3	Cutinase_like
A0AAJ0M214	Cutinase_like
A0AAJ0M448	Cutinase_like
A0AAJ1RZJ5	Cutinase_like
A0AAJ1S7H8	Cutinase_like
A0AAJ3NRL5	Cutinase_like
A0AAJ3NRY5	Cutinase_like
A0AAJ3TVM9	Cutinase_like
A0AAJ5C8P6	Cutinase_like
A0AAJ6VT42	Cutinase_like
A0AAN4PHT3	Cutinase_like
A0AAN4PIW8	Cutinase_like
A0AAN4PJ32	Cutinase_like
A0AAN4TC89	Cutinase_like
A0AAN4TD03	Cutinase_like
A0AAN5C216	Cutinase_like
A0AAN5YKF6	Cutinase_like
A0AAN5YT61	Cutinase_like
A0AAN5YWR2	Cutinase_like
A0AAN5Z550	Cutinase_like
A0AAN5Z858	Cutinase_like
A0AAN6BTR2	Cutinase_like
A0AAN6BUU4	Cutinase_like
A0AAN6BYI4	Cutinase_like
A0AAN6C695	Cutinase_like
A0AAN6EZW2	Cutinase_like
A0AAN6FJG5	Cutinase_like
A0AAN6G076	Cutinase_like
A0AAN6H5L1	Cutinase_like
A0AAN6JAT9	Cutinase_like
A0AAN6K422	Cutinase_like
A0AAN6KIR5	Cutinase_like
A0AAN6KP30	Cutinase_like
A0AAN6LQA7	Cutinase_like
A0AAN6LVK2	Cutinase_like
A0AAN6M047	Cutinase_like
A0AAN6M0Z9	Cutinase_like
A0AAN6M368	Cutinase_like
A0AAN6MAV7	Cutinase_like
A0AAN6MSY8	Cutinase_like
A0AAN6MVH9	Cutinase_like
A0AAN6N6V3	Cutinase_like
A0AAN6NJX6	Cutinase_like
A0AAN6P747	Cutinase_like
A0AAN6P8S3	Cutinase_like
A0AAN6P9E0	Cutinase_like
A0AAN6PU63	Cutinase_like
A0AAN6PW61	Cutinase_like
A0AAN6Q001	Cutinase_like
A0AAN6RCR6	Cutinase_like
A0AAN6RKU0	Cutinase_like
A0AAN6RRR2	Cutinase_like
A0AAN6SR43	Cutinase_like
A0AAN6TF73	Cutinase_like
A0AAN6UKA1	Cutinase_like
A0AAN6VRQ9	Cutinase_like
A0AAN6VYR6	Cutinase_like
A0AAN6WG15	Cutinase_like
A0AAN6WLR2	Cutinase_like
A0AAN6WN12	Cutinase_like
A0AAN6WV23	Cutinase_like
A0AAN6XC27	Cutinase_like
A0AAN6XFV7	Cutinase_like
A0AAN6XPG5	Cutinase_like
A0AAN6XR41	Cutinase_like
A0AAN6XY24	Cutinase_like
A0AAN6Y772	Cutinase_like
A0AAN6Y9D9	Cutinase_like
A0AAN6YBZ9	Cutinase_like
A0AAN6YR80	Cutinase_like
A0AAN6YS59	Cutinase_like
A0AAN6YYX2	Cutinase_like
A0AAN6Z8D4	Cutinase_like
A0AAN6ZRH6	Cutinase_like
A0AAN7A333	Cutinase_like
A0AAN7ACA9	Cutinase_like
A0AAN7AL13	Cutinase_like
A0AAN7BR02	Cutinase_like
A0AAN7CBV7	Cutinase_like
A0AAN7CP17	Cutinase_like
A0AAN7UTM9	Cutinase_like
A0AAN7VSI3	Cutinase_like
A0AAN7W605	Cutinase_like
A0AAN7WAW9	Cutinase_like
A0AAN7Y7G3	Cutinase_like
A0AAN7Z6V6	Cutinase_like
A0AAN7ZCD2	Cutinase_like
A0AAN7ZW09	Cutinase_like
A0AAN8EHU5	Cutinase_like
A0AAN8EJ69	Cutinase_like
A0AAN8EJT9	Cutinase_like
A0AAN8EQI9	Cutinase_like
A0AAN8IKS4	Cutinase_like
A0AAN8MZD5	Cutinase_like
A0AAN8NBK6	Cutinase_like
A0AAN8NBY9	Cutinase_like
A0AAN8RA74	Cutinase_like
A0AAN9U350	Cutinase_like
A0AAN9UAN9	Cutinase_like
A0AAN9UVU6	Cutinase_like
A0AAN9YB24	Cutinase_like
A0AAN9YKU4	Cutinase_like
A0AAN9YSS8	Cutinase_like
A0AAP7H8V0	Cutinase_like
A0AAQ3RAL7	Cutinase_like
A0AAU0Q3R4	Cutinase_like
A0AAU0Q524	Cutinase_like
A0AAU0Q6C8	Cutinase_like
A0AAU4K2D4	Cutinase_like
A0AAV2WJT5	Cutinase_like
A0AAV2WK13	Cutinase_like
A0AAV2WPT8	Cutinase_like
A0AAV2WRH2	Cutinase_like
A0AAV2WS00	Cutinase_like
A0AAV2WSF0	Cutinase_like
A0AAV2WSI2	Cutinase_like
A0AAV2WT54	Cutinase_like
A0AAV5AJE4	Cutinase_like
A0AAV9G0Y4	Cutinase_like
A0AAV9G9B6	Cutinase_like
A0AAV9GGR0	Cutinase_like
A0AAV9GPP2	Cutinase_like
A0AAV9GT90	Cutinase_like
A0AAV9H493	Cutinase_like
A0AAV9HZQ9	Cutinase_like
A0AAV9JL55	Cutinase_like
A0AAV9JLD2	Cutinase_like
A0AAV9JVE8	Cutinase_like
A0AAV9NFE5	Cutinase_like
A0AAV9NG07	Cutinase_like
A0AAV9NXT4	Cutinase_like
A0AAV9NZN0	Cutinase_like
A0AAV9P808	Cutinase_like
A0AAV9SXV1	Cutinase_like
A0AAV9T4Z7	Cutinase_like
A0AAV9T6X2	Cutinase_like
A0AAV9TFX3	Cutinase_like
A0AAV9THR3	Cutinase_like
A0AAV9TPD8	Cutinase_like
A0AAV9TRL5	Cutinase_like
A0AAV9TTQ1	Cutinase_like
A0AAV9TUU3	Cutinase_like
A0AAV9V981	Cutinase_like
A0AAV9W2N7	Cutinase_like
A0AAV9WSY0	Cutinase_like
A0AAV9WVF0	Cutinase_like
A0AAV9X0D2	Cutinase_like
A0AAV9X3R2	Cutinase_like
A0AAW0CP32	Cutinase_like
A0AAW0CRE3	Cutinase_like
A0AAW0CTS2	Cutinase_like
A0AAW0CUL0	Cutinase_like
A0AAW0DNN4	Cutinase_like
A0AAW0DVW0	Cutinase_like
A0AAW0E0M9	Cutinase_like
A0AAW0E8G6	Cutinase_like
A0AAW0QB55	Cutinase_like
A0AAW0QM74	Cutinase_like
A0AAW0QN58	Cutinase_like
A0AAW0QUR4	Cutinase_like
A0AAW0QV44	Cutinase_like
A0AAW0R110	Cutinase_like
A0AAW0R5S7	Cutinase_like
A0AAW0R7K1	Cutinase_like
A0AAW0RIY6	Cutinase_like
A0AAW0S0B7	Cutinase_like
A0AAW4G080	Cutinase_like
A0AAW5S2Q4	Cutinase_like
A0AAW5S3F9	Cutinase_like
A0AAW5S420	Cutinase_like
A0AAW5SCZ1	Cutinase_like
A0AAW5SHN2	Cutinase_like
A0AAW5SIC1	Cutinase_like
A0AAW5SWD9	Cutinase_like
A0AAW5T104	Cutinase_like
A0AAW5T4C4	Cutinase_like
A0AAW5T6E9	Cutinase_like
A0AAW5T8N1	Cutinase_like
A0AAW6RGF3	Cutinase_like
A0AAX1J576	Cutinase_like
A0AAX1JG78	Cutinase_like
A0AAX1JGT9	Cutinase_like
A0AAX1JHL2	Cutinase_like
A0AAX1JIS4	Cutinase_like
A0AAX2ZS52	Cutinase_like
A0AAX2ZTT0	Cutinase_like
A0AAX2ZV69	Cutinase_like
A0AAX2ZXF3	Cutinase_like
A0AAX2ZZA7	Cutinase_like
A0AAX3A440	Cutinase_like
A0AAX3A6P0	Cutinase_like
A0AAX3TE85	Cutinase_like
A0AAX4I091	Cutinase_like
A0AAX4I298	Cutinase_like
A0AAX4I7Y6	Cutinase_like
A0AAX4IAR9	Cutinase_like
A0AAX4IDF0	Cutinase_like
A0AAX4IHI7	Cutinase_like
A0AAX4IKQ3	Cutinase_like
A0AAX4IMM4	Cutinase_like
A0AAX6MH28	Cutinase_like
A0AAX6MIV9	Cutinase_like
A0AAX6MLQ8	Cutinase_like
A0AAX6MV56	Cutinase_like
A0AB33AEY5	Cutinase_like
A0AB33AF56	Cutinase_like
A0AB33SWZ4	Cutinase_like
A0AB33T2D5	Cutinase_like
A0AB34FJZ7	Cutinase_like
A0AB34FT03	Cutinase_like
A0AB34KHT1	Cutinase_like
A0AB34KQV2	Cutinase_like
A0AB34KRR9	Cutinase_like
A0AB34KT21	Cutinase_like
A0AB37WP24	Cutinase_like
A0AB38CX32	Cutinase_like
A0AB38UP21	Cutinase_like
A0AB38UTQ8	Cutinase_like
A0AB38UUH4	Cutinase_like
A0AB38V0C0	Cutinase_like
A0AB72XL14	Cutinase_like
A0AB72XM39	Cutinase_like
A0AB72XQ82	Cutinase_like
A0AB74BU73	Cutinase_like
A0AB74BYI4	Cutinase_like
A0AB74CNG7	Cutinase_like
A0AB74CQB8	Cutinase_like
A0AB74J667	Cutinase_like
A0AB74JUH1	Cutinase_like
A0AB74LL97	Cutinase_like
A0AB74LNB0	Cutinase_like
A0AB74LNX7	Cutinase_like
A0ABD6NYS3	Cutinase_like
A0ABD6NZA3	Cutinase_like
A0ABD6QFX6	Cutinase_like
A0ABD6QHN7	Cutinase_like
A0ABD6QNR5	Cutinase_like
A0ABD6QRT6	Cutinase_like
A0ABD7V2C1	Cutinase_like
A0PMC2	Cutinase_like
A0PMC3	Cutinase_like
A0QSM1	Cutinase_like
A0QSM2	Cutinase_like
A0QSM3	Cutinase_like
A0QV75	Cutinase_like
A0R0Q0	Cutinase_like
A0R4L6	Cutinase_like
A1DHZ6	Cutinase_like
A1T219	Cutinase_like
A1T523	Cutinase_like
A1T524	Cutinase_like
A1T525	Cutinase_like
A1T6E4	Cutinase_like
A1UBY8	Cutinase_like
A2QBP1	Cutinase_like
A4TAW0	Cutinase_like
A4TDG0	Cutinase_like
A4TDG6	Cutinase_like
A4TEI8	Cutinase_like
A4TEI9	Cutinase_like
A4TEJ0	Cutinase_like
A5U405	Cutinase_like
A5U4Y4	Cutinase_like
A5U8C7	Cutinase_like
A6N6J6	Cutinase_like
A7E9A2	Cutinase_like
A7EQQ8	Cutinase_like
A7F534	Cutinase_like
A7F5M9	Cutinase_like
A7F706	Cutinase_like
A8NB05	Cutinase_like
A8NBB2	Cutinase_like
A8NH79	Cutinase_like
A8NHA0	Cutinase_like
A8P9G2	Cutinase_like
B0XU21	Cutinase_like
B1MG92	Cutinase_like
B1MG94	Cutinase_like
B2A9K8	Cutinase_like
B2ANK5	Cutinase_like
B2ATB3	Cutinase_like
B2HCY1	Cutinase_like
B2HCY2	Cutinase_like
B2HE68	Cutinase_like
B2HE93	Cutinase_like
B2HNJ4	Cutinase_like
B2VZA7	Cutinase_like
B2W571	Cutinase_like
B2WAV2	Cutinase_like
B2WMC2	Cutinase_like
B2WMK4	Cutinase_like
B6QG04	Cutinase_like
B8M9W6	Cutinase_like
B9U444	Cutinase_like
C0NBG9	Cutinase_like
C1ASM3	Cutinase_like
C1ATB9	Cutinase_like
C1GAZ9	Cutinase_like
C5FSF7	Cutinase_like
C6H9R4	Cutinase_like
C7YW61	Cutinase_like
C7Z935	Cutinase_like
C7ZGJ1	Cutinase_like
C7ZNC0	Cutinase_like
C9S7G2	Cutinase_like
C9S7L0	Cutinase_like
C9SDC6	Cutinase_like
C9SFD2	Cutinase_like
C9SM33	Cutinase_like
C9SN46	Cutinase_like
C9SRN2	Cutinase_like
C9SW01	Cutinase_like
C9SWB1	Cutinase_like
D0L5W8	Cutinase_like
D0LFD8	Cutinase_like
D4AVU9	Cutinase_like
D4DB26	Cutinase_like
D5P484	Cutinase_like
D5P4B0	Cutinase_like
D5PCI4	Cutinase_like
D5PCI5	Cutinase_like
D5UQJ1	Cutinase_like
D6ZA91	Cutinase_like
E2S772	Cutinase_like
E3KST5	Cutinase_like
E3Q7U5	Cutinase_like
E3QIP4	Cutinase_like
E3QQQ8	Cutinase_like
E3QV97	Cutinase_like
E3QWT6	Cutinase_like
E3QYT9	Cutinase_like
E3RG15	Cutinase_like
E3RNT0	Cutinase_like
E3RS45	Cutinase_like
E3RU14	Cutinase_like
E3RWH1	Cutinase_like
E3RXY1	Cutinase_like
E3S5D3	Cutinase_like
E4UNV7	Cutinase_like
E4ZHG2	Cutinase_like
E4ZPV2	Cutinase_like
E4ZUW5	Cutinase_like
E5A2E0	Cutinase_like
E5A4G5	Cutinase_like
E5LCF0	Cutinase_like
E5XPT8	Cutinase_like
E6TDG9	Cutinase_like
E6TDH0	Cutinase_like
E6TDH1	Cutinase_like
E6TJ57	Cutinase_like
E6TLE2	Cutinase_like
E6TLE7	Cutinase_like
E6ZVU7	Cutinase_like
E9DX35	Cutinase_like
E9EB59	Cutinase_like
E9F3E9	Cutinase_like
E9SW06	Cutinase_like
F0UKM5	Cutinase_like
F0UXP2	Cutinase_like
F0WQY4	Cutinase_like
F0WQY5	Cutinase_like
F1YMA9	Cutinase_like
F2PI43	Cutinase_like
F2S3N3	Cutinase_like
F2SW88	Cutinase_like
F2TMP3	Cutinase_like
F5YXS2	Cutinase_like
F5YXS3	Cutinase_like
F5Z009	Cutinase_like
F5Z026	Cutinase_like
F7VZC8	Cutinase_like
F9F3D9	Cutinase_like
F9F4K6	Cutinase_like
F9F4M7	Cutinase_like
F9F800	Cutinase_like
F9FTM6	Cutinase_like
F9FVF1	Cutinase_like
F9G833	Cutinase_like
F9NUJ6	Cutinase_like
F9VYU5	Cutinase_like
F9WYC7	Cutinase_like
F9X4F2	Cutinase_like
F9XNG3	Cutinase_like
G0SEJ8	Cutinase_like
G1WXL5	Cutinase_like
G1X382	Cutinase_like
G2QH51	Cutinase_like
G2RAE6	Cutinase_like
G2WQ49	Cutinase_like
G2WSB2	Cutinase_like
G2WTY6	Cutinase_like
G2WUV4	Cutinase_like
G2WYM5	Cutinase_like
G2WZN1	Cutinase_like
G2XAW5	Cutinase_like
G2XB87	Cutinase_like
G2XGJ6	Cutinase_like
G2XN51	Cutinase_like
G2XQP7	Cutinase_like
G2XTI4	Cutinase_like
G2Y0E1	Cutinase_like
G2Y3J6	Cutinase_like
G3JJ84	Cutinase_like
G3JJS8	Cutinase_like
G3XP44	Cutinase_like
G3YBD6	Cutinase_like
G4CW59	Cutinase_like
G4MMN3	Cutinase_like
G4MQ60	Cutinase_like
G4MQV7	Cutinase_like
G4N0H2	Cutinase_like
G4NEV7	Cutinase_like
G4NFF5	Cutinase_like
G4NHM4	Cutinase_like
G7CE77	Cutinase_like
G7CKF9	Cutinase_like
G7CKG0	Cutinase_like
G7GLL5	Cutinase_like
G7GPV0	Cutinase_like
G7GUG9	Cutinase_like
G8RKI4	Cutinase_like
G8RNC6	Cutinase_like
G8RNC7	Cutinase_like
G8RNC8	Cutinase_like
G8RR07	Cutinase_like
G8RRE0	Cutinase_like
G9MGS4	Cutinase_like
G9MY62	Cutinase_like
G9P4J3	Cutinase_like
H0EUU1	Cutinase_like
H0EV18	Cutinase_like
H0EYV2	Cutinase_like
H0R143	Cutinase_like
H0R435	Cutinase_like
H0R621	Cutinase_like
H1UVL1	Cutinase_like
H1V638	Cutinase_like
H1V665	Cutinase_like
H1VCZ3	Cutinase_like
H1VKK5	Cutinase_like
H1VNJ3	Cutinase_like
H1VS61	Cutinase_like
H1VVE5	Cutinase_like
H5TS56	Cutinase_like
H5TUH3	Cutinase_like
H5U0M1	Cutinase_like
H6BPR4	Cutinase_like
H6N352	Cutinase_like
H6R9N3	Cutinase_like
H8IK65	Cutinase_like
H8IL65	Cutinase_like
H8IL89	Cutinase_like
H8IQS3	Cutinase_like
H8IQS4	Cutinase_like
H9BVB8	Cutinase_like
I0WAH3	Cutinase_like
I0WKN6	Cutinase_like
I1RG17	Cutinase_like
I1RGL9	Cutinase_like
I1RI35	Cutinase_like
I1S1M7	Cutinase_like
I1S3Z6	Cutinase_like
I2FQ71	Cutinase_like
I4BCV3	Cutinase_like
I4BEZ7	Cutinase_like
I4BEZ8	Cutinase_like
I4BEZ9	Cutinase_like
I4BL04	Cutinase_like
I4BRC3	Cutinase_like
I7F7S6	Cutinase_like
I7F8S9	Cutinase_like
I7FHF6	Cutinase_like
I7FTE3	Cutinase_like
I7G050	Cutinase_like
I7G478	Cutinase_like
I7G5U4	Cutinase_like
I7GSC4	Cutinase_like
I8IKX6	Cutinase_like
I8IRG2	Cutinase_like
I8TVI3	Cutinase_like
J3NMC3	Cutinase_like
J3P0W3	Cutinase_like
J3P200	Cutinase_like
J3PAP1	Cutinase_like
J3PCB7	Cutinase_like
J3PGL5	Cutinase_like
J3PH09	Cutinase_like
J4JUV9	Cutinase_like
J4KM15	Cutinase_like
J4SGG6	Cutinase_like
J4SJA0	Cutinase_like
J4SJC4	Cutinase_like
J4TKF5	Cutinase_like
J4UW69	Cutinase_like
J4UWC3	Cutinase_like
J5EED2	Cutinase_like
J6F6C1	Cutinase_like
J9WBR4	Cutinase_like
J9WE97	Cutinase_like
J9WH38	Cutinase_like
J9WLV9	Cutinase_like
K0F1V5	Cutinase_like
K0F949	Cutinase_like
K0UFG8	Cutinase_like
K0UFV0	Cutinase_like
K0UR71	Cutinase_like
K0UTQ3	Cutinase_like
K0UUT4	Cutinase_like
K0V090	Cutinase_like
K0V4F6	Cutinase_like
K0V6X9	Cutinase_like
K0VA13	Cutinase_like
K0VAQ7	Cutinase_like
K0VBV3	Cutinase_like
K0VC81	Cutinase_like
K0VEW2	Cutinase_like
K0VI53	Cutinase_like
K0VKS6	Cutinase_like
K0VRT6	Cutinase_like
K1W5Q0	Cutinase_like
K1WEK5	Cutinase_like
K1WQ90	Cutinase_like
K1X146	Cutinase_like
K1XKS2	Cutinase_like
K1XL88	Cutinase_like
K1XNY3	Cutinase_like
K1Y229	Cutinase_like
K2RFE7	Cutinase_like
K2RG68	Cutinase_like
K2RUA0	Cutinase_like
K2S0N4	Cutinase_like
K2S0W0	Cutinase_like
K2S780	Cutinase_like
K2SX29	Cutinase_like
K3UDB3	Cutinase_like
K3VFQ6	Cutinase_like
K3VMQ4	Cutinase_like
K3VTD5	Cutinase_like
K3VUB5	Cutinase_like
K5B9T1	Cutinase_like
K5W682	Cutinase_like
K5W6J1	Cutinase_like
K5X3B7	Cutinase_like
K5XGF7	Cutinase_like
K6UXL1	Cutinase_like
K6VVS4	Cutinase_like
K6WTR4	Cutinase_like
K8XNA3	Cutinase_like
K9F8C9	Cutinase_like
K9G859	Cutinase_like
L2FIS5	Cutinase_like
L2FKW6	Cutinase_like
L2FKZ0	Cutinase_like
L2FTA2	Cutinase_like
L2FTK7	Cutinase_like
L2FUC6	Cutinase_like
L2FYE5	Cutinase_like
L2G3D5	Cutinase_like
L2GEA9	Cutinase_like
L7J4T1	Cutinase_like
L7J657	Cutinase_like
L7JDW7	Cutinase_like
L7JF71	Cutinase_like
L7JFT8	Cutinase_like
L7JP86	Cutinase_like
L7KLT4	Cutinase_like
L7L993	Cutinase_like
L7LNV7	Cutinase_like
L7LP61	Cutinase_like
L7LQI4	Cutinase_like
L7N611	Cutinase_like
L7V3W4	Cutinase_like
L7V417	Cutinase_like
L7V728	Cutinase_like
L7V761	Cutinase_like
L7V7U0	Cutinase_like
