genus1	genus2	similarity
Bremerella	Congregibacter	1.0
Bremerella	Cordyceps	1.0
Bremerella	Curvularia	1.0
Bremerella	Dulcicalothrix	1.0
Bremerella	Echinicola	0.7071067811865476
Bremerella	Eiseniibacteriota	1.0
Bremerella	Eutypa	1.0
Bremerella	Exophiala	1.0
Bremerella	Flagellimonas	1.0
Bremerella	Frankia	1.0
Bremerella	Fusarium	1.0
Bremerella	Gemmatimonas	1.0
Bremerella	Gnomoniopsis	1.0
Bremerella	Haliea	1.0
Bremerella	Haloechinothrix	1.0
Bremerella	Hazenella	1.0
Bremerella	Heterostelium	0.9943849008380186
Bremerella	Ideonella	0.8912197993467486
Bremerella	Kitasatospora	0.7758723749819598
Bremerella	Lunatimonas	1.0
Bremerella	Macrophomina	1.0
Bremerella	Metarhizium	1.0
Bremerella	Microbacterium	0.7071067811865476
Bremerella	Micromonospora	0.7071067811865476
Bremerella	Microvirga	0.7071067811865476
Bremerella	Moelleriella	1.0
Bremerella	Moniliophthora	1.0
Bremerella	Mycolicibacterium	0.8236764700073154
Bremerella	Neobodo	1.0
Bremerella	Nocardioides	0.9753128779879184
Bremerella	OM182	1.0
Bremerella	Ochrobactrum	1.0
Bremerella	Ophiocordyceps	1.0
Bremerella	Paraglaciecola	1.0
Bremerella	Parapedobacter	1.0
Bremerella	Parvicella	1.0
Bremerella	Pelagomonas	1.0
Bremerella	Penicillium	1.0
Bremerella	Phaeoacremonium	1.0
Bremerella	Pseudoduganella	1.0
Bremerella	Pseudomonas	0.8378656810137066
Bremerella	Pseudopithomyces	1.0
Bremerella	Pyrenophora	1.0
Bremerella	Raineyella	1.0
Bremerella	Ralstonia	0.6951653759842311
Bremerella	Rariglobus	1.0
Bremerella	Rhabdobacter	1.0
Bremerella	Rhizophlyctis	1.0
Bremerella	Rhynchosporium	1.0
Bremerella	Roseobacter	1.0
Bremerella	Rothia	1.0
Bremerella	SAR86	1.0
Bremerella	Salinomyces	1.0
Bremerella	Sediminihaliea	1.0
Bremerella	Spirosoma	1.0
Bremerella	Sporothrix	1.0
Bremerella	Steroidobacter	1.0
Bremerella	Thermogutta	1.0
Bremerella	Thioclava	0.7071067811865476
Bremerella	Trematosphaeria	1.0
Bremerella	Venturia	1.0
Bremerella	Verruconis	1.0
Bremerella	Verticillium	1.0
Bremerella	Xiashengella	1.0
Bremerella	marine	1.0
Brevibacillus	Brevibacterium	1.0
Brevibacillus	Brevundimonas	1.0
Brevibacillus	Burkholderia	0.9724500508595081
Brevibacillus	Caenimonas	1.0
Brevibacillus	Caenorhabditis	1.0
Brevibacillus	Caldovatus	1.0
Brevibacillus	Candidatus	0.914618385976984
Brevibacillus	Carbonactinospora	1.0
Brevibacillus	Cereibacter	1.0
Brevibacillus	Chelatococcus	1.0
Brevibacillus	Chitiniphilus	1.0
Brevibacillus	Clavibacter	1.0
Brevibacillus	Cognatilysobacter	1.0
Brevibacillus	Cohnella	1.0
Brevibacillus	Corynebacterium	0.9752314881306815
Brevibacillus	Crenothrix	1.0
Brevibacillus	Cupriavidus	0.7071067811865476
Brevibacillus	Curtobacterium	1.0
Brevibacillus	Curvibacter	1.0
Brevibacillus	Cypionkella	1.0
Brevibacillus	Delftia	1.0
Brevibacillus	Dietzia	1.0
Brevibacillus	Dyadobacter	1.0
Brevibacillus	Echinicola	0.7071067811865476
Brevibacillus	Ensifer	1.0
Brevibacillus	Enterobacter	1.0
Brevibacillus	Entotheonella	1.0
Brevibacillus	Fistulifera	1.0
Brevibacillus	Flavihumibacter	1.0
Brevibacillus	Flavisolibacter	1.0
Brevibacillus	Flavobacterium	1.0
Brevibacillus	Fluviicoccus	1.0
Brevibacillus	Fontibacter	1.0
Brevibacillus	Fulvivirga	1.0
Brevibacillus	Galdieria	1.0
Brevibacillus	Geopseudomonas	1.0
Brevibacillus	Glutamicibacter	1.0
Brevibacillus	Gordonia	0.9982427872688735
Brevibacillus	Haloarcula	1.0
Brevibacillus	Haloprofundus	1.0
Brevibacillus	Halopseudomonas	1.0
Brevibacillus	Halorubrum	1.0
Brevibacillus	Hansschlegelia	1.0
Brevibacillus	Hartmannibacter	1.0
Brevibacillus	Helianthus	1.0
Brevibacillus	Henriciella	1.0
Brevibacillus	Hydrocarboniclastica	1.0
Brevibacillus	Hydrogenophaga	1.0
Brevibacillus	Hymenobacter	1.0
Brevibacillus	Hyphomonas	1.0
Brevibacillus	Intrasporangium	1.0
Brevibacillus	Kibdelosporangium	1.0
Brevibacillus	Kitasatospora	0.6308898935153844
Brevibacillus	Klebsiella	1.0
Brevibacillus	Kocuria	1.0
Brevibacillus	Labrys	1.0
Brevibacillus	Lacibacter	1.0
Brevibacillus	Legionella	1.0
Brevibacillus	Lentzea	1.0
Brevibacillus	Leucobacter	1.0
Brevibacillus	Limnobacter	1.0
Brevibacillus	Luteimonas	1.0
Brevibacillus	Maliponia	1.0
Brevibacillus	Mangrovivirga	1.0
Brevibacillus	Marinobacter	1.0
Brevibacillus	Martelella	1.0
Brevibacillus	Massilia	1.0
Brevibacillus	Mesorhizobium	1.0
Brevibacillus	Metapseudomonas	1.0
Brevibacillus	Methyloceanibacter	1.0
Brevibacillus	Methylocella	1.0
Brevibacillus	Microbacterium	0.7071067811865476
Brevibacillus	Micromonospora	0.7071067811865476
Brevibacillus	Microterricola	1.0
Brevibacillus	Microvirga	0.7071067811865476
Brevibacillus	Modestobacter	1.0
Brevibacillus	Mycobacterium	0.9994523890974522
Brevibacillus	Natrinema	1.0
Brevibacillus	Neobacillus	1.0
Brevibacillus	Neorhizobium	1.0
Brevibacillus	Neoroseomonas	1.0
Brevibacillus	Niveibacterium	1.0
Brevibacillus	Nocardia	1.0
Brevibacillus	Nocardiopsis	1.0
Brevibacillus	Novosphingobium	1.0
Brevibacillus	Oceanococcus	1.0
Brevibacillus	Oleomonas	1.0
Brevibacillus	Paenibacillus	0.9943849008380186
Brevibacillus	Panacagrimonas	1.0
Brevibacillus	Paracoccus	1.0
Brevibacillus	Paracraurococcus	1.0
Brevibacillus	Parafrankia	1.0
Brevibacillus	Paraperlucidibaca	1.0
Brevibacillus	Pedobacter	1.0
Brevibacillus	Pelomonas	1.0
Brevibacillus	Peribacillus	1.0
Brevibacillus	Phenylobacterium	1.0
Brevibacillus	Phnomibacter	1.0
Brevibacillus	Phyllobacterium	1.0
Brevibacillus	Phytohabitans	1.0
Brevibacillus	Planctomyces	1.0
Brevibacillus	Planobispora	1.0
Brevibacillus	Polaromonas	1.0
Brevibacillus	Prauserella	1.0
Brevibacillus	Pseudarthrobacter	1.0
Brevibacillus	Pseudofrankia	0.9934039920387389
Brevibacillus	Pseudogemmobacter	1.0
Brevibacillus	Pseudorhodoferax	1.0
Brevibacillus	Pseudoroseicyclus	1.0
Brevibacillus	Pueribacillus	1.0
Brevibacillus	Pullulanibacillus	1.0
Brevibacillus	Rahnella	1.0
Brevibacillus	Ramlibacter	1.0
Brevibacillus	Raoultella	1.0
Brevibacillus	Rathayibacter	1.0
Brevibacillus	Reyranella	1.0
Brevibacillus	Rhizobium	0.9921033641374599
Brevibacillus	Rhodanobacter	1.0
Brevibacillus	Rhodococcus	0.8432703738206657
Brevibacillus	Rhodoferax	1.0
Brevibacillus	Rhodopila	1.0
Brevibacillus	Rivibacter	1.0
Brevibacillus	Roseicella	1.0
Brevibacillus	Roseitalea	1.0
Brevibacillus	Roseivirga	1.0
Brevibacillus	Roseomonas	1.0
Brevibacillus	Saccharomonospora	1.0
Brevibacillus	Salinarimonas	1.0
Brevibacillus	Saliniramus	1.0
Brevibacillus	Serinicoccus	1.0
Brevibacillus	Serratia	1.0
Brevibacillus	Silvimonas	1.0
Brevibacillus	Sinimarinibacterium	1.0
Brevibacillus	Sinorhizobium	1.0
Brevibacillus	Solimonas	1.0
Brevibacillus	Sorangium	1.0
Brevibacillus	Spectribacter	1.0
Brevibacillus	Sphingobium	1.0
Brevibacillus	Sphingomonas	0.9983687759654895
Brevibacillus	Sphingopyxis	1.0
Brevibacillus	Stagnihabitans	1.0
Brevibacillus	Stagnimonas	1.0
Brevibacillus	Stenotrophomonas	1.0
Brevibacillus	Streptomonospora	1.0
Brevibacillus	Streptomyces	0.9990536105975776
Brevibacillus	Tabrizicola	1.0
Brevibacillus	Tahibacter	1.0
Brevibacillus	Tessaracoccus	1.0
Brevibacillus	Thermomonas	1.0
Brevibacillus	Thioclava	0.7071067811865476
Brevibacillus	Tistrella	1.0
Brevibacillus	Tsukamurella	1.0
Brevibacillus	Tsuneonella	1.0
Brevibacillus	Umezawaea	1.0
Brevibacillus	Vitis	1.0
Brevibacillus	Vulcanimicrobium	1.0
Brevibacillus	Wenjunlia	1.0
Brevibacillus	Williamsia	1.0
Brevibacillus	Xaviernesmea	1.0
Brevibacillus	bacterium	1.0
Brevibacillus	uncultured	1.0
Brevibacterium	Brevundimonas	1.0
Brevibacterium	Burkholderia	0.9724500508595081
Brevibacterium	Caenimonas	1.0
Brevibacterium	Caenorhabditis	1.0
Brevibacterium	Caldovatus	1.0
Brevibacterium	Candidatus	0.914618385976984
Brevibacterium	Carbonactinospora	1.0
Brevibacterium	Cereibacter	1.0
Brevibacterium	Chelatococcus	1.0
Brevibacterium	Chitiniphilus	1.0
Brevibacterium	Clavibacter	1.0
Brevibacterium	Cognatilysobacter	1.0
Brevibacterium	Cohnella	1.0
Brevibacterium	Corynebacterium	0.9752314881306815
Brevibacterium	Crenothrix	1.0
Brevibacterium	Cupriavidus	0.7071067811865476
Brevibacterium	Curtobacterium	1.0
Brevibacterium	Curvibacter	1.0
Brevibacterium	Cypionkella	1.0
Brevibacterium	Delftia	1.0
Brevibacterium	Dietzia	1.0
Brevibacterium	Dyadobacter	1.0
Brevibacterium	Echinicola	0.7071067811865476
Brevibacterium	Ensifer	1.0
Brevibacterium	Enterobacter	1.0
Brevibacterium	Entotheonella	1.0
Brevibacterium	Fistulifera	1.0
Brevibacterium	Flavihumibacter	1.0
Brevibacterium	Flavisolibacter	1.0
Brevibacterium	Flavobacterium	1.0
Brevibacterium	Fluviicoccus	1.0
Brevibacterium	Fontibacter	1.0
Brevibacterium	Fulvivirga	1.0
Brevibacterium	Galdieria	1.0
Brevibacterium	Geopseudomonas	1.0
Brevibacterium	Glutamicibacter	1.0
Brevibacterium	Gordonia	0.9982427872688735
Brevibacterium	Haloarcula	1.0
Brevibacterium	Haloprofundus	1.0
Brevibacterium	Halopseudomonas	1.0
Brevibacterium	Halorubrum	1.0
Brevibacterium	Hansschlegelia	1.0
Brevibacterium	Hartmannibacter	1.0
Brevibacterium	Helianthus	1.0
Brevibacterium	Henriciella	1.0
Brevibacterium	Hydrocarboniclastica	1.0
Brevibacterium	Hydrogenophaga	1.0
Brevibacterium	Hymenobacter	1.0
Brevibacterium	Hyphomonas	1.0
Brevibacterium	Intrasporangium	1.0
Brevibacterium	Kibdelosporangium	1.0
Brevibacterium	Kitasatospora	0.6308898935153844
Brevibacterium	Klebsiella	1.0
Brevibacterium	Kocuria	1.0
Brevibacterium	Labrys	1.0
Brevibacterium	Lacibacter	1.0
Brevibacterium	Legionella	1.0
Brevibacterium	Lentzea	1.0
Brevibacterium	Leucobacter	1.0
Brevibacterium	Limnobacter	1.0
Brevibacterium	Luteimonas	1.0
Brevibacterium	Maliponia	1.0
Brevibacterium	Mangrovivirga	1.0
Brevibacterium	Marinobacter	1.0
Brevibacterium	Martelella	1.0
Brevibacterium	Massilia	1.0
Brevibacterium	Mesorhizobium	1.0
Brevibacterium	Metapseudomonas	1.0
Brevibacterium	Methyloceanibacter	1.0
Brevibacterium	Methylocella	1.0
Brevibacterium	Microbacterium	0.7071067811865476
Brevibacterium	Micromonospora	0.7071067811865476
Brevibacterium	Microterricola	1.0
Brevibacterium	Microvirga	0.7071067811865476
Brevibacterium	Modestobacter	1.0
Brevibacterium	Mycobacterium	0.9994523890974522
Brevibacterium	Natrinema	1.0
Brevibacterium	Neobacillus	1.0
Brevibacterium	Neorhizobium	1.0
Brevibacterium	Neoroseomonas	1.0
Brevibacterium	Niveibacterium	1.0
Brevibacterium	Nocardia	1.0
Brevibacterium	Nocardiopsis	1.0
Brevibacterium	Novosphingobium	1.0
Brevibacterium	Oceanococcus	1.0
Brevibacterium	Oleomonas	1.0
Brevibacterium	Paenibacillus	0.9943849008380186
Brevibacterium	Panacagrimonas	1.0
Brevibacterium	Paracoccus	1.0
Brevibacterium	Paracraurococcus	1.0
Brevibacterium	Parafrankia	1.0
Brevibacterium	Paraperlucidibaca	1.0
Brevibacterium	Pedobacter	1.0
Brevibacterium	Pelomonas	1.0
Brevibacterium	Peribacillus	1.0
Brevibacterium	Phenylobacterium	1.0
Brevibacterium	Phnomibacter	1.0
Brevibacterium	Phyllobacterium	1.0
Brevibacterium	Phytohabitans	1.0
Brevibacterium	Planctomyces	1.0
Brevibacterium	Planobispora	1.0
Brevibacterium	Polaromonas	1.0
Brevibacterium	Prauserella	1.0
Brevibacterium	Pseudarthrobacter	1.0
Brevibacterium	Pseudofrankia	0.9934039920387389
Brevibacterium	Pseudogemmobacter	1.0
Brevibacterium	Pseudorhodoferax	1.0
Brevibacterium	Pseudoroseicyclus	1.0
Brevibacterium	Pueribacillus	1.0
Brevibacterium	Pullulanibacillus	1.0
Brevibacterium	Rahnella	1.0
Brevibacterium	Ramlibacter	1.0
Brevibacterium	Raoultella	1.0
Brevibacterium	Rathayibacter	1.0
Brevibacterium	Reyranella	1.0
Brevibacterium	Rhizobium	0.9921033641374599
Brevibacterium	Rhodanobacter	1.0
Brevibacterium	Rhodococcus	0.8432703738206657
Brevibacterium	Rhodoferax	1.0
Brevibacterium	Rhodopila	1.0
Brevibacterium	Rivibacter	1.0
Brevibacterium	Roseicella	1.0
Brevibacterium	Roseitalea	1.0
Brevibacterium	Roseivirga	1.0
Brevibacterium	Roseomonas	1.0
Brevibacterium	Saccharomonospora	1.0
Brevibacterium	Salinarimonas	1.0
Brevibacterium	Saliniramus	1.0
Brevibacterium	Serinicoccus	1.0
Brevibacterium	Serratia	1.0
Brevibacterium	Silvimonas	1.0
Brevibacterium	Sinimarinibacterium	1.0
Brevibacterium	Sinorhizobium	1.0
Brevibacterium	Solimonas	1.0
Brevibacterium	Sorangium	1.0
Brevibacterium	Spectribacter	1.0
Brevibacterium	Sphingobium	1.0
Brevibacterium	Sphingomonas	0.9983687759654895
Brevibacterium	Sphingopyxis	1.0
Brevibacterium	Stagnihabitans	1.0
Brevibacterium	Stagnimonas	1.0
Brevibacterium	Stenotrophomonas	1.0
Brevibacterium	Streptomonospora	1.0
Brevibacterium	Streptomyces	0.9990536105975776
Brevibacterium	Tabrizicola	1.0
Brevibacterium	Tahibacter	1.0
Brevibacterium	Tessaracoccus	1.0
Brevibacterium	Thermomonas	1.0
Brevibacterium	Thioclava	0.7071067811865476
Brevibacterium	Tistrella	1.0
Brevibacterium	Tsukamurella	1.0
Brevibacterium	Tsuneonella	1.0
Brevibacterium	Umezawaea	1.0
Brevibacterium	Vitis	1.0
Brevibacterium	Vulcanimicrobium	1.0
Brevibacterium	Wenjunlia	1.0
Brevibacterium	Williamsia	1.0
Brevibacterium	Xaviernesmea	1.0
Brevibacterium	bacterium	1.0
Brevibacterium	uncultured	1.0
Brevundimonas	Burkholderia	0.9724500508595081
Brevundimonas	Caenimonas	1.0
Brevundimonas	Caenorhabditis	1.0
Brevundimonas	Caldovatus	1.0
Brevundimonas	Candidatus	0.914618385976984
Brevundimonas	Carbonactinospora	1.0
Brevundimonas	Cereibacter	1.0
Brevundimonas	Chelatococcus	1.0
Brevundimonas	Chitiniphilus	1.0
Brevundimonas	Clavibacter	1.0
Brevundimonas	Cognatilysobacter	1.0
Brevundimonas	Cohnella	1.0
Brevundimonas	Corynebacterium	0.9752314881306815
Brevundimonas	Crenothrix	1.0
Brevundimonas	Cupriavidus	0.7071067811865476
Brevundimonas	Curtobacterium	1.0
Brevundimonas	Curvibacter	1.0
Brevundimonas	Cypionkella	1.0
Brevundimonas	Delftia	1.0
Brevundimonas	Dietzia	1.0
Brevundimonas	Dyadobacter	1.0
Brevundimonas	Echinicola	0.7071067811865476
Brevundimonas	Ensifer	1.0
Brevundimonas	Enterobacter	1.0
Brevundimonas	Entotheonella	1.0
Brevundimonas	Fistulifera	1.0
Brevundimonas	Flavihumibacter	1.0
Brevundimonas	Flavisolibacter	1.0
Brevundimonas	Flavobacterium	1.0
Brevundimonas	Fluviicoccus	1.0
Brevundimonas	Fontibacter	1.0
Brevundimonas	Fulvivirga	1.0
Brevundimonas	Galdieria	1.0
Brevundimonas	Geopseudomonas	1.0
Brevundimonas	Glutamicibacter	1.0
Brevundimonas	Gordonia	0.9982427872688735
Brevundimonas	Haloarcula	1.0
Brevundimonas	Haloprofundus	1.0
Brevundimonas	Halopseudomonas	1.0
Brevundimonas	Halorubrum	1.0
Brevundimonas	Hansschlegelia	1.0
Brevundimonas	Hartmannibacter	1.0
Brevundimonas	Helianthus	1.0
Brevundimonas	Henriciella	1.0
Brevundimonas	Hydrocarboniclastica	1.0
Brevundimonas	Hydrogenophaga	1.0
Brevundimonas	Hymenobacter	1.0
Brevundimonas	Hyphomonas	1.0
Brevundimonas	Intrasporangium	1.0
Brevundimonas	Kibdelosporangium	1.0
Brevundimonas	Kitasatospora	0.6308898935153844
Brevundimonas	Klebsiella	1.0
Brevundimonas	Kocuria	1.0
Brevundimonas	Labrys	1.0
Brevundimonas	Lacibacter	1.0
Brevundimonas	Legionella	1.0
Brevundimonas	Lentzea	1.0
Brevundimonas	Leucobacter	1.0
Brevundimonas	Limnobacter	1.0
Brevundimonas	Luteimonas	1.0
Brevundimonas	Maliponia	1.0
Brevundimonas	Mangrovivirga	1.0
Brevundimonas	Marinobacter	1.0
Brevundimonas	Martelella	1.0
Brevundimonas	Massilia	1.0
Brevundimonas	Mesorhizobium	1.0
Brevundimonas	Metapseudomonas	1.0
Brevundimonas	Methyloceanibacter	1.0
Brevundimonas	Methylocella	1.0
Brevundimonas	Microbacterium	0.7071067811865476
Brevundimonas	Micromonospora	0.7071067811865476
Brevundimonas	Microterricola	1.0
Brevundimonas	Microvirga	0.7071067811865476
Brevundimonas	Modestobacter	1.0
Brevundimonas	Mycobacterium	0.9994523890974522
Brevundimonas	Natrinema	1.0
Brevundimonas	Neobacillus	1.0
Brevundimonas	Neorhizobium	1.0
Brevundimonas	Neoroseomonas	1.0
Brevundimonas	Niveibacterium	1.0
Brevundimonas	Nocardia	1.0
Brevundimonas	Nocardiopsis	1.0
Brevundimonas	Novosphingobium	1.0
Brevundimonas	Oceanococcus	1.0
Brevundimonas	Oleomonas	1.0
Brevundimonas	Paenibacillus	0.9943849008380186
Brevundimonas	Panacagrimonas	1.0
Brevundimonas	Paracoccus	1.0
Brevundimonas	Paracraurococcus	1.0
Brevundimonas	Parafrankia	1.0
Brevundimonas	Paraperlucidibaca	1.0
Brevundimonas	Pedobacter	1.0
Brevundimonas	Pelomonas	1.0
Brevundimonas	Peribacillus	1.0
Brevundimonas	Phenylobacterium	1.0
Brevundimonas	Phnomibacter	1.0
Brevundimonas	Phyllobacterium	1.0
Brevundimonas	Phytohabitans	1.0
Brevundimonas	Planctomyces	1.0
Brevundimonas	Planobispora	1.0
Brevundimonas	Polaromonas	1.0
Brevundimonas	Prauserella	1.0
Brevundimonas	Pseudarthrobacter	1.0
Brevundimonas	Pseudofrankia	0.9934039920387389
Brevundimonas	Pseudogemmobacter	1.0
Brevundimonas	Pseudorhodoferax	1.0
Brevundimonas	Pseudoroseicyclus	1.0
Brevundimonas	Pueribacillus	1.0
Brevundimonas	Pullulanibacillus	1.0
Brevundimonas	Rahnella	1.0
Brevundimonas	Ramlibacter	1.0
Brevundimonas	Raoultella	1.0
Brevundimonas	Rathayibacter	1.0
Brevundimonas	Reyranella	1.0
Brevundimonas	Rhizobium	0.9921033641374599
Brevundimonas	Rhodanobacter	1.0
Brevundimonas	Rhodococcus	0.8432703738206657
Brevundimonas	Rhodoferax	1.0
Brevundimonas	Rhodopila	1.0
Brevundimonas	Rivibacter	1.0
Brevundimonas	Roseicella	1.0
Brevundimonas	Roseitalea	1.0
Brevundimonas	Roseivirga	1.0
Brevundimonas	Roseomonas	1.0
Brevundimonas	Saccharomonospora	1.0
Brevundimonas	Salinarimonas	1.0
Brevundimonas	Saliniramus	1.0
Brevundimonas	Serinicoccus	1.0
Brevundimonas	Serratia	1.0
Brevundimonas	Silvimonas	1.0
Brevundimonas	Sinimarinibacterium	1.0
Brevundimonas	Sinorhizobium	1.0
Brevundimonas	Solimonas	1.0
Brevundimonas	Sorangium	1.0
Brevundimonas	Spectribacter	1.0
Brevundimonas	Sphingobium	1.0
Brevundimonas	Sphingomonas	0.9983687759654895
Brevundimonas	Sphingopyxis	1.0
Brevundimonas	Stagnihabitans	1.0
Brevundimonas	Stagnimonas	1.0
Brevundimonas	Stenotrophomonas	1.0
Brevundimonas	Streptomonospora	1.0
Brevundimonas	Streptomyces	0.9990536105975776
Brevundimonas	Tabrizicola	1.0
Brevundimonas	Tahibacter	1.0
Brevundimonas	Tessaracoccus	1.0
Brevundimonas	Thermomonas	1.0
Brevundimonas	Thioclava	0.7071067811865476
Brevundimonas	Tistrella	1.0
Brevundimonas	Tsukamurella	1.0
Brevundimonas	Tsuneonella	1.0
Brevundimonas	Umezawaea	1.0
Brevundimonas	Vitis	1.0
Brevundimonas	Vulcanimicrobium	1.0
Brevundimonas	Wenjunlia	1.0
Brevundimonas	Williamsia	1.0
Brevundimonas	Xaviernesmea	1.0
Brevundimonas	bacterium	1.0
Brevundimonas	uncultured	1.0
Burkholderia	Caenimonas	0.9724500508595081
Burkholderia	Caenorhabditis	0.9724500508595081
Burkholderia	Caldovatus	0.9724500508595081
Burkholderia	Candidatus	0.9764453421015916
Burkholderia	Carbonactinospora	0.9724500508595081
Burkholderia	Cereibacter	0.9724500508595081
Burkholderia	Chelatococcus	0.9724500508595081
Burkholderia	Chitiniphilus	0.9724500508595081
Burkholderia	Clavibacter	0.9724500508595081
Burkholderia	Cognatilysobacter	0.9724500508595081
Burkholderia	Cohnella	0.9724500508595081
Burkholderia	Corynebacterium	0.9614902321970192
Burkholderia	Crenothrix	0.9724500508595081
Burkholderia	Cupriavidus	0.847029711280076
Burkholderia	Curtobacterium	0.9724500508595081
Burkholderia	Curvibacter	0.9724500508595081
Burkholderia	Cypionkella	0.9724500508595081
Burkholderia	Delftia	0.9724500508595081
Burkholderia	Dietzia	0.9724500508595081
Burkholderia	Dyadobacter	0.9724500508595081
Burkholderia	Echinicola	0.7295892734928674
Burkholderia	Ensifer	0.9724500508595081
Burkholderia	Enterobacter	0.9724500508595081
Burkholderia	Entotheonella	0.9724500508595081
Burkholderia	Fistulifera	0.9724500508595081
Burkholderia	Flavihumibacter	0.9724500508595081
Burkholderia	Flavisolibacter	0.9724500508595081
Burkholderia	Flavobacterium	0.9724500508595081
Burkholderia	Fluviicoccus	0.9724500508595081
Burkholderia	Fontibacter	0.9724500508595081
Burkholderia	Fulvivirga	0.9724500508595081
Burkholderia	Galdieria	0.9724500508595081
Burkholderia	Geopseudomonas	0.9724500508595081
Burkholderia	Glutamicibacter	0.9724500508595081
Burkholderia	Gordonia	0.9742578283671222
Burkholderia	Haloarcula	0.9724500508595081
Burkholderia	Haloprofundus	0.9724500508595081
Burkholderia	Halopseudomonas	0.9724500508595081
Burkholderia	Halorubrum	0.9724500508595081
Burkholderia	Hansschlegelia	0.9724500508595081
Burkholderia	Hartmannibacter	0.9724500508595081
Burkholderia	Helianthus	0.9724500508595081
Burkholderia	Henriciella	0.9724500508595081
Burkholderia	Hydrocarboniclastica	0.9724500508595081
Burkholderia	Hydrogenophaga	0.9724500508595081
Burkholderia	Hymenobacter	0.9724500508595081
Burkholderia	Hyphomonas	0.9724500508595081
Burkholderia	Intrasporangium	0.9724500508595081
Burkholderia	Kibdelosporangium	0.9724500508595081
Burkholderia	Kitasatospora	0.6595530509983747
Burkholderia	Klebsiella	0.9724500508595081
Burkholderia	Kocuria	0.9724500508595081
Burkholderia	Labrys	0.9724500508595081
Burkholderia	Lacibacter	0.9724500508595081
Burkholderia	Legionella	0.9724500508595081
Burkholderia	Lentzea	0.9724500508595081
Burkholderia	Leucobacter	0.9724500508595081
Burkholderia	Limnobacter	0.9724500508595081
Burkholderia	Luteimonas	0.9724500508595081
Burkholderia	Maliponia	0.9724500508595081
Burkholderia	Mangrovivirga	0.9724500508595081
Burkholderia	Marinobacter	0.9724500508595081
Burkholderia	Martelella	0.9724500508595081
Burkholderia	Massilia	0.9724500508595081
Burkholderia	Mesorhizobium	0.9724500508595081
Burkholderia	Metapseudomonas	0.9724500508595081
Burkholderia	Methyloceanibacter	0.9724500508595081
Burkholderia	Methylocella	0.9724500508595081
Burkholderia	Microbacterium	0.7295892734928674
Burkholderia	Micromonospora	0.7295892734928674
Burkholderia	Microterricola	0.9724500508595081
Burkholderia	Microvirga	0.7295892734928674
Burkholderia	Modestobacter	0.9724500508595081
Burkholderia	Mycobacterium	0.9738812290136399
Burkholderia	Mycolicibacterium	0.600318626567784
Burkholderia	Natrinema	0.9724500508595081
Burkholderia	Neobacillus	0.9724500508595081
Burkholderia	Neorhizobium	0.9724500508595081
Burkholderia	Neoroseomonas	0.9724500508595081
Burkholderia	Niveibacterium	0.9724500508595081
Burkholderia	Nocardia	0.9724500508595081
Burkholderia	Nocardiopsis	0.9724500508595081
Burkholderia	Novosphingobium	0.9724500508595081
Burkholderia	Oceanococcus	0.9724500508595081
Burkholderia	Oleomonas	0.9724500508595081
Burkholderia	Paenibacillus	0.9908455889012582
Burkholderia	Panacagrimonas	0.9724500508595081
Burkholderia	Paracoccus	0.9724500508595081
Burkholderia	Paracraurococcus	0.9724500508595081
Burkholderia	Parafrankia	0.9724500508595081
Burkholderia	Paraperlucidibaca	0.9724500508595081
Burkholderia	Pedobacter	0.9724500508595081
Burkholderia	Pelomonas	0.9724500508595081
Burkholderia	Peribacillus	0.9724500508595081
Burkholderia	Phenylobacterium	0.9724500508595081
Burkholderia	Phnomibacter	0.9724500508595081
Burkholderia	Phyllobacterium	0.9724500508595081
Burkholderia	Phytohabitans	0.9724500508595081
Burkholderia	Planctomyces	0.9724500508595081
Burkholderia	Planobispora	0.9724500508595081
Burkholderia	Polaromonas	0.9724500508595081
Burkholderia	Prauserella	0.9724500508595081
Burkholderia	Pseudarthrobacter	0.9724500508595081
Burkholderia	Pseudofrankia	0.9728406719069769
Burkholderia	Pseudogemmobacter	0.9724500508595081
Burkholderia	Pseudorhodoferax	0.9724500508595081
Burkholderia	Pseudoroseicyclus	0.9724500508595081
Burkholderia	Pueribacillus	0.9724500508595081
Burkholderia	Pullulanibacillus	0.9724500508595081
Burkholderia	Rahnella	0.9724500508595081
Burkholderia	Ramlibacter	0.9724500508595081
Burkholderia	Raoultella	0.9724500508595081
Burkholderia	Rathayibacter	0.9724500508595081
Burkholderia	Reyranella	0.9724500508595081
Burkholderia	Rhizobium	0.9722141908538664
Burkholderia	Rhodanobacter	0.9724500508595081
Burkholderia	Rhodococcus	0.8519356357210423
Burkholderia	Rhodoferax	0.9724500508595081
Burkholderia	Rhodopila	0.9724500508595081
Burkholderia	Rivibacter	0.9724500508595081
Burkholderia	Roseicella	0.9724500508595081
Burkholderia	Roseitalea	0.9724500508595081
Burkholderia	Roseivirga	0.9724500508595081
Burkholderia	Roseomonas	0.9724500508595081
Burkholderia	Saccharomonospora	0.9724500508595081
Burkholderia	Salinarimonas	0.9724500508595081
Burkholderia	Saliniramus	0.9724500508595081
Burkholderia	Serinicoccus	0.9724500508595081
Burkholderia	Serratia	0.9724500508595081
Burkholderia	Silvimonas	0.9724500508595081
Burkholderia	Sinimarinibacterium	0.9724500508595081
Burkholderia	Sinorhizobium	0.9724500508595081
